leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Scott Monument -> Fleshmarket Close","5","Duke of Wellington Statue","statue","9 Waterloo Place, Edinburgh EH1 3BG","","","","At the eastern tip of Princes Street, Copenhagen rears above the traffic on his hind legs, forever mid-stride toward Waterloo Place, with the Duke seated calm and upright in the saddle. Sir John Steell cast this bronze after winning the commission in 1842, and it was unveiled on 18 June 1852 - the 37th anniversary of Waterloo itself - directly in front of General Register House. Wellington, then 83 and in his final months, couldn't attend, but veterans who'd served under him turned out anyway. Copenhagen was no invented prop: this was the real horse Wellington rode through the whole Waterloo campaign, kept in comfortable retirement afterwards until he died in 1836 aged 28, and buried with full military honours.","","https://canmore.org.uk/site/115603/edinburgh-princes-street-general-register-house-duke-of-wellington-statue","","55.9534864","-3.1891532","","5-1.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","General Register House","building","2 Princes St, Edinburgh EH1 3YY","","","","The pale stone facade closing off the east end of Princes Street is the oldest purpose-built public record office anywhere in Britain or Ireland - one of the oldest of its kind still doing the job it was built for, anywhere in the world. Robert Adam laid its foundation stone on 27 June 1774, but the money kept running out, and it wasn't fully finished until 1788. Step inside for the real reward: the Adam Dome, a soaring rotunda lit only by a central oculus, modelled deliberately on Rome's Pantheon and still the largest domed room Adam ever built, standing 80 feet high.","","https://en.wikipedia.org/wiki/General_Register_House","","55.9538264","-3.1893246","","5-2.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Balmoral Hotel","building","1 Princes St, Edinburgh EH2 2EQ","","","","From Waverley Bridge, the Balmoral's clock tower dominates the skyline, 190 feet of red sandstone topped with four clock faces made by Edinburgh jewellers Hamilton & Inches. It opened on 15 October 1902 as the North British Station Hotel, built directly above Waverley Station by the railway company running the trains beneath it, and didn't become 'The Balmoral' until Sean Connery renamed it during a 1991 refurbishment. Check the time here and you're being lied to on purpose: the clock has run three minutes fast since the day it started ticking, a deliberate trick to help travellers dash for their train, corrected only once a year, at midnight on Hogmanay.","","https://en.wikipedia.org/wiki/Balmoral_Hotel","","55.9530355","-3.1895371","","5-3.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Waverley Bridge","architectural_point","Waverley Bridge, Edinburgh","","","","Lean on the railing of Waverley Bridge and you're standing on the station roof: Edinburgh Waverley runs directly beneath your feet in the deep valley that used to hold a loch. Engineers Blyth and Westland built this iron-and-stone crossing in 1894-96, one of three parallel bridges - alongside North Bridge and the Mound - thrown across the old loch-bed to link the New Town on one side with the Old Town on the other. Category A listed since 1991, it once let cars and taxis drive straight down ramps into the station concourse below; that vehicle access was closed off in January 2014, leaving the ramps to pedestrians, cyclists and deliveries.","","https://en.wikipedia.org/wiki/Waverley_Bridge","","55.9518852","-3.1917868","","5-4.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Edinburgh Waverley Station","building","Waverley Railway Station, Edinburgh EH1 1BB","","","","From Waverley Bridge, the station barely announces itself - no grand frontage, just entrances dropping away into a valley on three separate sides, because a legal covenant tied to its construction bans building upward here, specifically to protect the view of Arthur's Seat from Princes Street above. Twenty platforms radiate from one huge island beneath a vast glass roof, most recently reglazed with 370,000 square feet of panels between 2010 and 2012. The name came from Sir Walter Scott: the station merged three rival Victorian stations that had grown up in this valley since 1846, and people were informally calling the combined site 'Waverley' after Scott's novels from around 1854, well before it became official.","","https://en.wikipedia.org/wiki/Edinburgh_Waverley_railway_station","","55.9519331","-3.1895678","","5-5.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Waverley Market","building","3/48 Waverley Bridge, Edinburgh EH1 1BQ","","","","This sunken plaza off Waverley Bridge is actually a roof: the shopping centre below was deliberately built flush with Princes Street's pavement line so it wouldn't block the classic view across to the Castle and the Old Town. A Victorian fruit and vegetable market moved here in 1869 after the growing railway swallowed its old site under North Bridge; that market's iron-and-glass hall, with a rooftop garden once used for entertainment, was demolished in 1973 after closing the previous November. The present centre opened in November 1984 and was formally opened by the Queen on 25 July 1985.","","https://en.wikipedia.org/wiki/Waverley_Market","","55.9527511","-3.1907388","","5-6.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Fruitmarket Gallery","gallery","45 Market St, Edinburgh EH1 1DF","","","","Duck in beside the railway line and you're standing in a genuine former fruit and vegetable market, put up in 1938 right next to the tracks that once carried the produce in. The gallery itself was founded in 1974 and rebuilt inside by Richard Murphy Architects in 1994, showing free contemporary art from Scotland and abroad. A £4.3 million expansion, reopened in July 2021, knocked through into the building next door - a former fruit warehouse that spent decades as the nightclub Electric Circus before it closed in 2017 - roughly doubling the gallery's footprint.","","https://en.wikipedia.org/wiki/Fruitmarket_Gallery","","55.9513094","-3.1894434","","5-7.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Scotsman Steps","architectural_point","Scotsman Steps, Edinburgh EH1 1BU","","","","Climb these 104 steps and every single one is a different marble, quarried from somewhere else on earth - deep green, blush pink, streaked grey - a deliberate piece of art rather than an accident of budget. The stone staircase itself dates to 1899-1902, built inside an octagonal tower as part of the grand new Scotsman newspaper headquarters going up next door, linking North Bridge above down to Market Street and Waverley Station below. For most of the 20th century it was a dark, neglected shortcut, better known for litter and antisocial behaviour than for anything else.","","https://en.wikipedia.org/wiki/The_Scotsman_Steps","","55.9511711","-3.1885059","","5-8.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Scotsman Hotel","building","20 North Bridge, Edinburgh EH1 1TR","","","","Pink sandstone turrets crowd the skyline above North Bridge - a building designed to be seen: Dunn & Findlay finished it in 1902 as the headquarters of The Scotsman, then Scotland's leading national daily, in a deliberately dramatic Scots Renaissance style. Inside, the operation ran top to bottom - printing presses on the lower floors, editorial staff in the middle, and, in a nod to older ways of moving news fast, a pigeon loft in the attic. Being right beside Waverley Station meant finished papers could reach the trains within minutes of coming off the press.","","https://en.wikipedia.org/wiki/The_Scotsman_Hotel","","55.951068","-3.188246","","5-9.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Jinglin' Geordie","building","22 Fleshmarket Cl, Edinburgh EH1 1DY","","","","Push into this pub on Fleshmarket Close and you're drinking on the spot where the man it's named after actually lived. George Heriot was a 16th and 17th-century Edinburgh goldsmith nicknamed 'Jinglin' Geordie' for the coins that jingled in his pockets as he walked the Old Town - court goldsmith to King James VI and Queen Anne, and wealthy enough to lend both of them serious money. Inside, a long-case clock, stained-glass thistle and saltire windows, and old prints of the city keep that history visible rather than just implied.","","https://en.wikipedia.org/wiki/George_Heriot","","55.9509642","-3.188842","","5-10.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Halfway House","building","24 Fleshmarket Cl, Edinburgh EH1 1BX","","","","Squeeze in here and the name makes instant sense: this is reckoned Edinburgh's smallest pub, wedged exactly halfway up the steep flight of steps that make up Fleshmarket Close between Market Street and Cockburn Street. The bar counter fits about four people at a stretch, with a couple more tables and booths squeezed in around it, the walls hung with railway memorabilia that makes sense given how close you are to Waverley Station's platforms just below. It now operates as part of the Old Town Pub Co, one of fifteen Old Town venues run by Bruce Group Scotland, though it still trades and gets reviewed as a genuine independent free house rather than a chain outlet.","","https://camra.org.uk/pubs/halfway-house-edinburgh-150257","","55.950995","-3.1888609","","5-11.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Fleshmarket Close","history","Market St & Fleshmarket Cl, Edinburgh EH1 1DE","","","","Climb this steep, narrow alley from Market Street up toward Cockburn Street and the High Street, and the name tells you exactly what used to happen here: a flesh, or meat, market once ran along the passage, butchers hanging carcasses with blood running down the slope toward the old Nor Loch that filled the valley now occupied by Princes Street Gardens. The market had moved here from beside the Tron Kirk by the late 17th century, and this close remains one of the most-used shortcuts between the railway station and the Old Town today.","","https://en.wikipedia.org/wiki/Fleshmarket_Close,_Edinburgh","","55.951180597773764","-3.188936293263682","","5-12.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Booking Office","building","17 Waverley Bridge, Edinburgh EH1 1BQ","","","","Through the door at 17 Waverley Bridge is the station's own original booking office, built by the North British Railway as Waverley was rebuilt through the 1890s. Passengers bought tickets here until it became the parcels office around 1984, and its timber-panelled counters were cleared out soon after. Grade A listed, and sitting directly above the station concourse as part of Waverley's own roof, the building passed through spells as licensed premises and a restaurant before J D Wetherspoon opened The Booking Office here in March 2016.","","https://www.jdwetherspoon.com/pub-histories/the-booking-office-edinburgh/","","55.951772","-3.1915082","","5-13.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Edinburgh Dungeon","building","31 Market St, Edinburgh EH1 1DF","","","","Head down into the half-underground gloom behind Waverley Station and you're exactly where this attraction wants you: a genuinely sunken row of Category B listed buildings, its vaulted rooms making a fittingly grim setting for what's inside. Vardon Attractions opened it in 2000, and it's now part of Merlin Entertainments, the same company behind the original London Dungeon, taking visitors through roughly 500 years of Scotland's darker history using live actors, sets and special effects rather than static display cases - eleven shows and a ride, staffed by around fifteen actors moving through the building's vaults.","","https://en.wikipedia.org/wiki/Edinburgh_Dungeon","","55.9511302","-3.1909113","","5-14.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","City Art Centre","gallery","2 Market St, Edinburgh EH1 1DE","","","","Ride the lift up through this nine-storey stone-clad warehouse and you're inside a building that spent its first eight decades moving goods, not art: built in 1899-1902 by the same architects and in the same years as the Scotsman Hotel further up North Bridge, it started as an extension of the newspaper's works before becoming part of Edinburgh's wholesale fruit and vegetable market. The City of Edinburgh Council converted it into a public gallery in 1980, a scheme that won a RIBA Award for Architecture in 1983, with a 1990s expansion opening it out into six full floors of gallery space.","","https://en.wikipedia.org/wiki/City_Art_Centre","","55.9510817","-3.1894031","","5-15.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Metal Thistle Sculpture","monument","6 Market St, Edinburgh","","","","Outside the Market Street Hotel, a hand-forged metal thistle bends and ripples as if genuinely caught in a gust - heads and leaves rippling sideways, nothing about it standing stiffly upright. Officially titled 'Blawn Wi' The Wind', Scots for 'blown with the wind', it's the work of Edinburgh blacksmith and metalwork artist Kev Paxton, working through his studio ArtFe, who shaped Scotland's national flower mid-gust rather than in its usual heraldic, straight-backed pose, playing on the plant's old reputation for prickly, 'don't mess with me' resilience. It stands on a public footpath, in the middle of a UNESCO World Heritage Site, which turned out to matter more than the sculpting itself.","","https://www.leaskarchitects.co.uk/thistle.html","","55.95105286757625","-3.189573342687189","","5-16.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","Waverley Steps","architectural_point","Waverley Steps, Edinburgh","","","","Head down from Princes Street into the station and steel 'tree' columns branch overhead, holding up a frameless glass canopy that only appeared in 2010-2012 - for over a century before that, this broad stairway was open to the sky, and older Edinburgh residents remember it as one of the windiest spots in the city centre, a funnel catching gusts from every direction. The steps themselves opened in 1902 alongside the North British Hotel next door, now the Balmoral, built by the same North British Railway Company that owned them both.","","https://en.wikipedia.org/wiki/Waverley_Steps","","55.9529562","-3.1901002","","5-17.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","North Bridge","architectural_point","North Bridge, Edinburgh","","","","Lean on the railing here and you're standing directly above the platforms of Waverley Station, with the turreted Balmoral Hotel, the Palladian front of General Register House, and, across the valley, the unfinished columns of the National Monument and the Nelson Monument on Calton Hill all in view at once. The first North Bridge, built 1763-72, was the crucial first road link between the medieval Old Town and the new Georgian development rising on the ridge to the north - without it, the New Town could never have been built where it stands. That bridge lasted until 1896; the current one, blue ironwork trimmed in red and gold, went up in two stages between 1894 and 1897, engineered to span directly over the station below.","","https://en.wikipedia.org/wiki/North_Bridge,_Edinburgh","","55.9519122","-3.1883797","","5-18.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Doric Bar","building","15-16 Market St, Edinburgh EH1 1DE","","","","Duck into this corner spot on Market Street, in the shadow of North Bridge and Waverley Station, and you're in what the pub itself calls Edinburgh's oldest gastropub - a 17th-century building put to use as a pub since the 18th century, even if what you're standing in today reads more late-Victorian than truly ancient. Downstairs, a traditional bar stocks more than fifty single malt whiskies; upstairs, a bistro has been serving fresh, locally sourced food cooked to order for decades, a split-level format that lets it run as both a proper local and a serious dining room.","","http://www.the-doric.com/","","55.9509148","-3.1906272","","5-19.jpg","","","","","","","","",""
"Scott Monument -> Fleshmarket Close","5","The Scotsman's Lounge","pub","73 Cockburn St, Edinburgh EH1 1BU, UK","","","","The Scotsman's Lounge is a pub that's been pouring drinks on Cockburn Street since 1860, one of the older continuously running pubs on this stretch of the Old Town, a couple of minutes' walk from the Royal Mile. A small stage keeps live musicians playing most evenings, and the bar carries a large range of malt whiskies alongside the usual pints, under a ceiling papered with autographed banknotes left by visitors from around the world and walls hung with old photographs of pipers and vanished Edinburgh streets.","","https://www.edinburgh.gov.uk/news/article/13180/council-leader-welcomes-reopening-of-the-scotsmans-lounge-on-cockburn-street","","55.9503705","-3.1881672","","5-27.jpg","","","","","","","","",""
