leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Fleshmarket Close -> Tron Kirk Market","6","Cockburn Street","architectural_point","Cockburn St, Edinburgh","","","","The curve of the street pulls your eye upward: sandstone tenements rising in a gentle S-bend down toward Waverley, carved here and there with a small monogram, 'PK', if you know where to spot it. You're walking on a street that didn't exist until 1856, when engineers sliced a whole new shortcut straight through a knot of medieval closes to link the Royal Mile with the railway station below. It's named for Henry, Lord Cockburn, a judge celebrated for campaigning to protect Edinburgh's old buildings — a little ironic, since building his namesake street meant bulldozing straight through several of them. These days the serpentine curve is known for something Lord Cockburn probably never predicted: a run of independent, alternative and gothic-leaning boutiques that made Cockburn Street Edinburgh's unofficial home of subculture shopping.","","https://en.wikipedia.org/wiki/Cockburn_Street,_Edinburgh","","55.9506043","-3.1898374","","6-1.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Craig's Close","history","1 Craig's Close, Edinburgh EH1 1BN","","","","Squeeze into Craig's Close and the walls close in fast: this is the narrowest of the surviving original lanes off the Royal Mile, tight enough in places to touch both sides at once. In the 1700s, a tavern here called the Isle of Man Arms hosted the Cape Club, a drinking society whose members took mock-chivalric titles — 'Sir Precenter', 'Sir Forgetful' — and were inducted with a raised fire-poker over a solemn oath, every meeting wound up strictly before 1am, no gambling allowed. The poet Robert Fergusson drank here as 'Sir Precenter'; so did a far less respectable member, Deacon William Brodie, Edinburgh's own double life split between respectable cabinetmaker and city councillor by day and burglar by night, a real case that helped inspire Robert Louis Stevenson's Strange Case of Dr Jekyll and Mr Hyde.","","https://en.wikipedia.org/wiki/Edinburgh_Cape_Club","","55.9508035","-3.190008","","6-2.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Old Fishmarket Close","history","Old Fishmarket Close, Edinburgh","","","","Walk into Old Fishmarket Close and you're following a slope fish once tumbled down for three centuries: the close took its name from the market that operated here, first recorded in council minutes in 1539. Stand still and picture 1573, when government cannon battered the High Street during the 'Lang Siege' — the story goes that fish were sent flying clean out of the market stalls onto the surrounding rooftops, with hungry townsfolk scrambling up after them. A grimmer record: in April 1585, a girl working in this close became the first person in Edinburgh recorded to die when plague reached the city. And in 1705, in one of the close's flats, a Dutchman named Abraham Sever kept a pet elephant, nicknamed the 'Dundee Elephant', as a lodger in a medieval Edinburgh tenement.","","https://en.wikipedia.org/wiki/Old_Fishmarket_Close","","55.94982830762838","-3.189739783326646","","6-3.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Anchor Close","history","Anchor Close, Edinburgh","","","","Duck into Anchor Close and you're standing where the modern reference book was born: a small print shop here, run by William Smellie, produced the first-ever edition of the Encyclopaedia Britannica in the 1770s. Smellie also printed the first Edinburgh edition of Robert Burns's poems in 1787, and Burns himself spent hours in this close correcting the proofs. The two men's friendship ran to less scholarly pursuits too: Smellie founded a drinking club, the Crochallan Fencibles, which met at the Anchor Tavern here under landlady Fanny Douglas, and it was for this club's private amusement that Burns wrote his most explicit collection of verse, The Merry Muses of Caledonia, kept unpublished and passed around in manuscript for decades because it was considered far too indecent for print.","","https://en.wikipedia.org/wiki/William_Smellie_(encyclopedist)","","55.95051662272092","-3.1895457925954274","","6-4.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Tron Kirk Market","history","122 High St, Edinburgh EH1 1SG","","","","The clock on the Tron's stone steeple is the timepiece that, for generations, the whole city set its New Year by. Crowds used to pack the High Street outside to hear the Tron's bells ring in Hogmanay at midnight, long before Princes Street Gardens took over as the official party. The church itself was built in the 1630s and 40s, and takes its name from the 'tron', the public weighing beam that once stood outside it, used to check traders weren't short-changing customers in the market that gathered here. It survived as a working parish church until 1952, when a shrinking, depopulated Old Town could no longer support a congregation, and it sat empty for decades before an unlikely second life: today, restored, it houses a market of independent designers and makers, trading resuming, just without the beam.","","https://en.wikipedia.org/wiki/Tron_Kirk","","55.9500329","-3.1877519","","6-5.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","The Milkman","architectural_point","52 Cockburn St, Edinburgh EH1 1BP","","","","The shopfront still has timber shutters that still slide down into slots below the window, an original feature from when this was a confectioner's shop, part of a row built in 1859 to unify Cockburn Street's newly cut frontage. The hand-painted lettering on the fascia dates back just as far, carefully restored rather than replaced when the current coffee shop moved in. The Milkman opened here in 2015, its name borrowed from the founder's great-grandfather, the last horse-drawn milkman working in the small Aberdeenshire town of Huntly, a nod to a much older, slower way of delivering something good to your door, now reworked as flat whites instead of milk bottles.","","https://ewh.org.uk/the-milkman/","","55.95038532739739","-3.188547069880059","","6-6.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Sir Chris Hoy Gold Post Box","monument","Hunter Square, Edinburgh EH1 1QW","","","","That ordinary-looking pillar box on the corner isn't red because it was never meant to blend in: it's gold, and it's stayed that way since the summer of 2012. Royal Mail repainted a postbox gold in the hometown of every British athlete who won an Olympic gold medal at London 2012, and Edinburgh's track cyclist Sir Chris Hoy won two, so the city got two gold boxes. This one, in Hunter Square, marks his win in the men's Keirin. Look closely and you'll still find the sprint medal's twin marker across town at Hanover Street and Princes Street, a quiet piece of 2012 nostalgia hiding in plain sight on an otherwise unremarkable street corner.","","https://en.wikipedia.org/wiki/Chris_Hoy","","55.9498936","-3.1878951","","6-7.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Old Saint Paul's Scottish Episcopal Church","religious_building","63 Jeffrey St, Edinburgh EH1 1DH","","","","Head down the steep steps off Jeffrey Street and you drop straight into a hidden nave, tucked below street level, lit by dim stained glass rather than daylight. The congregation here traces itself back to 1689, when the last bishop of St Giles', Alexander Rose, refused to accept Presbyterian church government and led his followers out to worship instead in a converted wool store down nearby Carrubber's Close. From there, this Episcopalian congregation became entangled in Scotland's most dangerous politics: many members backed the Jacobite risings of 1715 and 1745, and paid for it, harassed and persecuted under law for decades, only shaking off their reputation for treason after the death of Bonnie Prince Charlie himself in 1788. The current building, finished in 1883, has since been extended twice, its length now three times the original.","","https://en.wikipedia.org/wiki/Old_St_Paul%27s,_Edinburgh","","55.9508271","-3.1871325","","5-20.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","Margaret Tait Filmmaker Plaque","plaque","North Bridge, Edinburgh","","","","Pause here for a name easy to miss among North Bridge's grander landmarks: Margaret Tait, one of Scotland's most singular filmmakers, commemorated for a career the mainstream mostly ignored while she was alive to see it. Tait trained first as a doctor, served in the Royal Army Medical Corps during the Second World War, then went to Rome to study filmmaking before returning to Scotland to make what she called 'film poems', short, intensely observed studies of ordinary life and place, largely self-funded because the British film establishment showed little interest. She didn't direct her first and only feature film, Blue Black Permanent, until 1992, at the age of 74, making her the first Scottish woman to direct a feature-length film, recognition that arrived only after decades spent almost entirely outside the industry she quietly outlasted.","","https://en.wikipedia.org/wiki/Margaret_Tait","","55.9512170","-3.1885656","","5-21.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","The Scotsman Picturehouse","building","20 North Bridge, Edinburgh EH1 1TR","","","","Inside the Scotsman Hotel, tucked into what used to be a disused room, are red leather armchairs, individual table lamps and Edwardian cornicing wrapped around one of Edinburgh's smallest cinemas. The building above you is the real story: a 190-foot tower raised in the early 1900s as the grand headquarters of The Scotsman newspaper, marking a triumphant new entrance to the Old Town after North Bridge itself was rebuilt in 1897 - its own construction history, including a genuine disaster, is told at the North Bridge stop on this route. The Scotsman printed the news from this tower for ninety years, until the paper moved out in 1999 and the building was reborn, first as a hotel, then as this boutique picture house.","","https://en.wikipedia.org/wiki/The_Scotsman_Hotel","","55.9511558","-3.1885035","","5-22.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","O'Neill's Bar","building","9 Hunter Square, Edinburgh EH1 1QW","","","","Notice how orderly Hunter Square feels compared to the tangle of closes just off it: that's because, unlike almost everything around it, this square wasn't grown over centuries, but planned. It was laid out in the 1780s as part of the hugely controversial South Bridge Improvement Scheme, a project so fiercely opposed it was delayed for a decade before finally demolishing entire wynds of housing and workshops to make way for South Bridge and the streets around it, many of the displaced residents were tenants who received no compensation at all for losing their homes. This particular building on the square has swapped identities more recently too: for years it traded as the Tron Bar before a 2025 renovation turned it into this Irish-themed O'Neill's, its Georgian facade kept largely intact even as everything behind it was stripped out and refitted.","","https://en.wikipedia.org/wiki/South_Bridge,_Edinburgh","","55.9496273","-3.1876477","","6-10.jpg","","","","","","","","",""
"Fleshmarket Close -> Tron Kirk Market","6","The Inn on the Mile","building","82 High St, Edinburgh EH1 1LL","","","","Giant Doric columns hold up this building's portico - a bank dressed as a temple, a favourite architectural trick of the early 20th century, meant to tell customers their money was safe with people who took themselves very seriously indeed. Built in 1923 as a branch of the British Linen Bank, one of Scotland's oldest banking houses, chartered in 1746 originally to finance the country's linen trade, the building later passed to the Bank of Scotland after a 1970s takeover, before finally being stripped of ledgers and counters altogether and reborn as a boutique hotel and pub. High ceilings, cornicing and the sheer scale of the rooms all still whisper 'bank' underneath the beer taps.","","https://theinnonthemile.co.uk/history/","","55.9500853","-3.1872975","","6-11.jpg","","","","","","","","",""
