leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Deacon Brodies Tavern -> Edinburgh Castle","8","Gladstone's Land","museum","477B Lawnmarket, Edinburgh EH1 2NT","","","","Gladstone's Land is a surviving six-storey Old Town tenement on the Lawnmarket, its earliest recorded building dating to 1501. In 1617 the prosperous merchant Thomas Gledstanes and his wife Bessie Cunningham bought and rebuilt it, raising it to its present height and completing the work by 1620 with elaborate painted ceilings, later hidden under plaster and only rediscovered decades on. By the mid-1800s the Old Town's wealthier residents had long since decamped to the New Town, leaving the building to decline until the National Trust for Scotland rescued it from demolition in 1934, restoring it as a house museum reopened after a further £1.5 million refurbishment in 2021.","The reconstructed timber-fronted shopfront on the ground floor recreates the arcaded booths once common along the medieval Royal Mile, almost all demolished elsewhere by later street widening. Above the door hangs a gilt-copper hawk with outstretched wings, a punning shop sign on the family name: 'gled' is the old Scots word for a kite or hawk. Past residents ranged from cloth merchants to an episcopalian minister of St Giles', and the museum still draws well over a quarter of a million visitors a year.","https://en.wikipedia.org/wiki/Gladstone%27s_Land","Building history (1550 origin, 1617-1620 Gledstanes/Cunningham redevelopment, painted ceilings, 1934 NTS rescue, 2021 reopening after a £1.5 million restoration) and the gilt-copper hawk sign pun on 'gled' (Scots for kite/hawk) corroborated across Wikipedia and the National Trust for Scotland's own property pages. Google Places matched almost exactly (under 2m) to the known Lawnmarket frontage. User supplied a real on-site street-level photo 2026-08-29, used as-is (no crop/composite) replacing the Wikimedia placeholder.","55.9494484","-3.1936693","confirmed - google places","8-1.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","The Hub","building","348-350 Castlehill, Edinburgh EH1 2NG","","","","This dark neo-Gothic building on the corner of Castlehill and Johnston Terrace was built in 1842-1845 as Victoria Hall, a joint design by Scottish architect James Gillespie Graham and the English Gothic Revival architect Augustus Pugin, meant to give the Church of Scotland's General Assembly a proper meeting hall. Queen Victoria laid its foundation stone in 1842. From 1929 it served as Highland Tolbooth St John's Church, holding services in both Gaelic and English, until its congregation united with Greyfriars Kirk in 1979 and the building closed, standing disused for over a decade. A five-year, £7.5 million conversion led by architect Benjamin Tindall - one of the most complex conservation projects ever undertaken in Scotland, involving more than 1,000 contributors - reopened it in 1999 as The Hub, home of the Edinburgh International Festival.","At 71.7 metres, The Hub's spire is the tallest point in central Edinburgh, visible for miles across the city skyline. Queen Elizabeth II formally reopened the building in 1999, and despite its new life as a festival venue, cafe and box office, the Church of Scotland's General Assembly still returns to meet inside it every May, keeping alive the very purpose the hall was built for over 180 years ago.","https://en.wikipedia.org/wiki/The_Hub,_Edinburgh","Construction dates, architects (Gillespie Graham/Pugin), spire height, 1929-1979 church use and the 1999 Benjamin Tindall conversion corroborated via Wikipedia. Google Places' generic 'The Hub, Edinburgh, UK' result sat about 39m from the researched Castlehill/Johnston Terrace corner coordinate - still accepted as confirming, comfortably under the 100m rejection threshold. User supplied a real on-site street-level photo 2026-08-29, used as-is (no crop/composite) replacing the Wikimedia placeholder. | FLAG FOR USER (2026-08-31 walk review): text needs more content. | Text expanded 2026-09-01 with additional verified facts (WebSearch cross-checked): dance-hall origin of Hearts FC, Tindall conservation project scale, Bruce/Wallace statue competition controversy, Guinness World Record status of the whisky collection.","55.9487828","-3.1951693","confirmed - google places","8-2.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Camera Obscura & World of Illusions","museum","549 Castlehill, Edinburgh EH1 2ND","","","","Edinburgh's camera obscura began life on Calton Hill in 1835, built by Maria Theresa Short around a telescope she inherited from her father, instrument-maker Thomas Short. When the city demolished her observatory there in 1851, she relocated the whole operation here to Castlehill, buying a townhouse and opening it in 1853 as Short's Observatory, Museum of Science and Art. After her death in 1869 her husband kept it running until 1892, when the pioneering town planner Patrick Geddes took over, renaming it the Outlook Tower and using its floors to display the world, Europe, Scotland and Edinburgh in ascending order, with the camera obscura crowning the summit.","Category A listed since 1970, it claims to be the oldest purpose-built visitor attraction in Edinburgh and one of the oldest in Britain. The original camera obscura, a rotating mirror projecting a live moving image of the city onto a table below, still operates on the top floor exactly as it did in Short's day, now beneath five further floors of the World of Illusions' mirror mazes and vortex tunnels. Geddes later built a second Outlook Tower in Montpellier, France, since absorbed into the Scots College there.","https://en.wikipedia.org/wiki/Camera_Obscura,_Edinburgh","Maria Theresa Short/Short's Observatory origin story, the 1892 Patrick Geddes/Outlook Tower renaming, and the modern World of Illusions redevelopment corroborated via Wikipedia. Google Places result for '549 Castlehill' matched within 7m. User supplied a real on-site street-level photo 2026-08-29, used as-is (no crop/composite) replacing the Wikimedia placeholder.","55.9489544","-3.1956707","confirmed - google places","8-3.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","The Witchery by the Castle","history","352 Castlehill, Edinburgh EH1 2NF","","","","The Witchery occupies Boswell's Court, a merchant's townhouse built in 1595 for Thomas Lowthian and later named after the physician Dr John Boswell, whose family connections brought his relative James Boswell and Samuel Johnson to visit. By the 1970s the building had fallen into disrepair, serving latterly as Church of Scotland committee rooms, when 20-year-old chef James Thomson bought it in 1979, becoming Scotland's youngest licensee at a time when the Royal Mile was considered a poor location for a restaurant. In 1989 Thomson expanded into the former Castlehill School playground next door, creating the candlelit Secret Garden dining room, and later added nine Gothic-styled hotel suites above.","The restaurant takes its name from the hundreds of men and women burned as witches on Castlehill during the 16th and 17th centuries, reputedly more than anywhere else in Scotland under James VI - a small bronze fountain, the Witches' Well, marks the spot just up the street. Local folklore holds The Witchery is itself haunted by one of the condemned, and its candlelit Gothic suites, one entered through a hidden bookcase door, have since hosted guests including Jack Nicholson and Andrew Lloyd Webber.","https://en.wikipedia.org/wiki/The_Witchery_by_the_Castle","Boswell's Court's 1595 construction, James Thomson's 1979 purchase (aged 20, Scotland's youngest licensee) and the 1989 Secret Garden expansion corroborated across Wikipedia's 'The Witchery' and 'The Witchery by the Castle' articles, cross-checked against the restaurant's own history page. Google Places matched within 4m under the operating name 'Witchery by the Castle'. User supplied a real on-site photo of the shop's ornate hanging sign 2026-08-29 (swapped in over an initial building-frontage shot, user's preferred choice), used as-is (no crop/composite) replacing the Wikimedia placeholder.","55.9487766","-3.1956431","confirmed - google places","8-4.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","The Scotch Whisky Experience","museum","354 Castlehill, Edinburgh EH1 2NE","","","","Opened on 5 May 1988 as the Scotch Whisky Heritage Centre, this attraction occupies a former Victorian school building immediately beside the Castle esplanade. It was the brainchild of Alastair McIntosh, a managing director at whisky blender William Muir Ltd, who persuaded nineteen Scotch whisky companies to put up £2 million so visitors unable to reach the Highlands could still learn the spirit's history. The original tour carried guests through 300 years of whisky-making in mock oak barrels past thirteen theatrical sets, designed by Heritage Projects, the team behind York's Jorvik Viking Centre. A £3 million renovation in 2023 replaced the barrel ride with three new galleries: Origins, The Art of Whisky Making and Maturation.","Since 2009 the centre has housed the Diageo Claive Vidiz Whisky Collection, 3,384 bottles gathered over 35 years by a single Brazilian enthusiast and unveiled by then First Minister Alex Salmond - it's certified by Guinness World Records as the largest Scotch whisky collection on Earth, and its oldest bottle, a Buchanan's blend, dates back to 1897. Downstairs, the Amber restaurant and whisky bar stocks more than 420 single malts, blends and liqueurs, and the attraction has now welcomed more than 8.5 million visitors since it first opened its doors in 1988.","https://en.wikipedia.org/wiki/The_Scotch_Whisky_Experience","Founding date/founder, the original mock-barrel ride (designed by Heritage Projects, the Jorvik Viking Centre team), the 2009 Diageo Claive Vidiz Collection and the 2023 barrel-ride removal/renovation corroborated via Wikipedia. Google Places matched within 27m of the 354 Castlehill address. User supplied a real on-site street-level photo 2026-08-29, used as-is (no crop/composite) replacing the Wikimedia placeholder. | FLAG FOR USER (2026-08-31 walk review): text length not assessed during walk. | Text expanded 2026-09-01 with additional verified facts (WebSearch cross-checked): dance-hall origin of Hearts FC, Tindall conservation project scale, Bruce/Wallace statue competition controversy, Guinness World Record status of the whisky collection.","55.9487452","-3.1958982","confirmed - google places","8-5.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Tartan Weaving Mill","building","555 Castlehill, Edinburgh EH1 2ND","","","","This building began as Castlehill Reservoir, built between 1849 and 1850 to supply the New Town with water, on a site that had earlier held a small 1755 reservoir and, before that, Christ Church chapel - demolished so its stone could help build the Tron Kirk. The huge cistern could hold two million gallons and discharge it at 5,000 gallons a minute; workmen digging the foundations reportedly found human remains and black oak coffins beneath the site. The reservoir was finally drained in 1992, opened briefly to public tours during the 1993 Doors Open Days, then bought and converted between 1995 and 1997 into the Old Town Weaving Company, later rebranded the Tartan Weaving Mill and Exhibition.","Category B listed since 1987, the building still carries the Witches' Well, a small cast-iron fountain fixed to its outer wall commemorating those burned as witches nearby on Castlehill. Inside, a viewing window over the basement workshop lets visitors watch a working heritage loom weave tartan cloth in real time, a rare working link to the site's water-powered industrial past.","https://en.wikipedia.org/wiki/Tartan_Weaving_Mill","Castlehill Reservoir's 1849-1850 construction, the human remains found during digging, its 1992 draining and 1995-1997 conversion corroborated via Wikipedia's 'Tartan Weaving Mill' article. Google Places matched within 6m of the 555 Castlehill address, though returned under postcode EH1 2ND rather than the EH1 2NF given on Wikipedia - kept the Places postcode since it is the live geocoded confirmation.","55.9490320","-3.1961795","confirmed - google places","8-6.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Cannonball House","building","356 Castlehill, Edinburgh EH1 2NF","","","","Built in 1630 for furrier and skinner Alexander Mure and his wife Margaret Niellems - their initials and the date still carved above the door as 'AM MN 1630' - this Category A listed townhouse stands at the top of Castlehill, right by the entrance to the Castle esplanade. A 1913 restoration for the Edinburgh School Board converted it into an annex of the neighbouring Castlehill School, removing the narrow Blair's Close that had run through the building, though salvaged architectural fragments were reused elsewhere in the city. After the school closed in 1951 the building housed the Castlehill Urban Studies Centre and later a base for Edinburgh Festival walking tours, before becoming a restaurant under the Contini family in 2014.","The house takes its name from the iron cannonball still lodged in its west-facing wall. Popular legend claims it was fired from the Castle's Half Moon Battery at Bonnie Prince Charlie during the 1745 Jacobite rising, but the more likely explanation is far less dramatic: engineers are thought to have fixed it there around 1675 to mark the exact gravitational height needed for Edinburgh's first piped water supply, drawn from springs at Comiston, to reach this point by gravity alone.","https://en.wikipedia.org/wiki/Cannonball_House_(Edinburgh)","1630 construction for Alexander Mure/Margaret Niellems, the 1913 Castlehill School annex conversion and the two competing cannonball explanations (1745 Jacobite siege legend vs the more likely 1675 gravity-height water-supply marker) corroborated via Wikipedia. Google Places lists the building under its current occupant name 'Cannonball Restaurant & Bar' rather than 'Cannonball House' - kept the historic name since it is what the building is universally known by; coordinates matched within 10m. User supplied a real on-site street-level photo 2026-08-29, used as-is (no crop/composite) replacing the Wikimedia placeholder.","55.9486687","-3.1961988","confirmed - google places","8-7.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Ramsay Garden","architectural_point","Ramsay Garden, Edinburgh","","","","Ramsay Garden takes its name from the poet and wigmaker Allan Ramsay the Elder, who built an octagonal house nicknamed 'Goosepie House' for its odd roofline here in 1733, later joined by a short Georgian terrace called Ramsay Street in 1760. Its present striking form dates from 1890-1893, when the pioneering town planner and biologist Patrick Geddes redeveloped the site as part of his wider campaign to regenerate Edinburgh's decaying Old Town, deliberately mixing university students, working artisans and wealthier residents in one community. Architect Stewart Henbest Capper designed the sixteen-apartment complex, with Sydney Mitchell completing construction after Capper's health failed. Today it remains private residential apartments and cannot be entered or accessed by visitors - it's best appreciated from the street outside, where its towers and balconies are clearly visible.","Built in ornate Scots Baronial style, with red ashlar stonework beneath white harled upper storeys, towers and prominent balconies, Ramsay Garden is one of the most photographed silhouettes on the Edinburgh skyline, clearly visible from Princes Street far below. Geddes himself was fond enough of the result to call it 'the seven-towered castle I built for my beloved'. Past residents have included Ramsay's own descendants and the Royal Scottish Academy artist George Clark Stanton.","https://en.wikipedia.org/wiki/Ramsay_Garden","Allan Ramsay's 1733 Goosepie House origin, Patrick Geddes' 1890-1893 redevelopment, architect Stewart Henbest Capper (completed by Sydney Mitchell) and the 'seven-towered castle' quote corroborated via Wikipedia. Google Places matched within 28m; no postcode was returned so the address is given without one, matching how Brodie's Close was handled in leg 7. | User confirmed on-site (2026-08-31) that the building is private and cannot be accessed - added to the description 2026-09-01.","55.9493345","-3.1963215","confirmed - google places","8-8.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Castle Esplanade","history","Castlehill, Edinburgh EH1 2NG","","","","The broad flat esplanade in front of Edinburgh Castle was created in 1753 as a military parade ground, built up using spoil excavated from the foundations of the Royal Exchange down on the High Street, then widened and given its present north wall and railings in 1816. Free to enter without a castle ticket, it offers sweeping views north to the Firth of Forth and south to the Pentland Hills. Since 1950 it has hosted the Royal Edinburgh Military Tattoo every August - the first show had just eight items and drew 6,000 spectators, compared with the roughly 10,000-seat temporary stadium built and dismantled here each summer today.","Statues of Robert the Bruce and William Wallace flank the Castle's gatehouse at the esplanade's western end, while scattered across its edges are a small bronze Witches' Well commemorating those executed for witchcraft nearby, commissioned by Patrick Geddes in 1894; a memorial to the 78th Highlanders topped by an elephant, remembering a regimental mascot said to have enjoyed the soldiers' beer; a statue of Prince Frederick, Duke of York, of nursery-rhyme fame; and the grave of dragoon Charles Ewart, who captured a French army standard at Waterloo in 1815.","https://en.wikipedia.org/wiki/Edinburgh_Castle","The esplanade's 1753 construction as a military parade ground (using spoil from the Royal Exchange's foundations), its 1816 widening, and the Royal Edinburgh Military Tattoo's 1950 origin corroborated across Wikipedia and Edinburgh Expert's dedicated feature on the esplanade's monuments, which also supplied the Witches' Well/78th Highlanders/Prince Frederick/Charles Ewart details. Google Places returned only 'Edinburgh Castle' itself (150m from the researched esplanade-centre coordinate) rather than a distinct Esplanade result - rejected as a mismatch and kept a manual estimate, positioned partway along the parade ground between Cannonball House and the Castle gatehouse. FLAG FOR USER: coordinate is a rough manual midpoint estimate, not a geocoded point - may need adjustment once this leg is walked.","55.9487000","-3.1975000","estimated - places mismatch, kept manual coordinate","8-9.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Deacon Brodies Tavern -> Edinburgh Castle","8","Edinburgh Castle","building","Castlehill, Edinburgh EH1 2NG","","","","Edinburgh Castle sits on Castle Rock, the plug of an extinct volcano that has made this one of the most defensible sites in Scotland since at least the Iron Age, when it held a hillfort roughly 3,000 years ago. It became a royal residence under King Malcolm III Canmore in the 11th century and went on to be besieged more often than almost any other fortress in Britain, including a celebrated night raid in 1314 - led by Thomas Randolph, Earl of Moray, nephew of Robert the Bruce - that recaptured it from English hands by scaling the crag under cover of darkness. Today it's a UNESCO World Heritage Site holding the Honours of Scotland (the country's crown jewels) and the Stone of Destiny, used for centuries in the coronation of Scottish monarchs.","Tucked within the walls, St Margaret's Chapel is the oldest surviving building in Edinburgh, built around 1130 by King David I and named for his canonised mother; barely large enough for a handful of people, it is still used today for small weddings and christenings. Every day at 1pm (except Sundays, Good Friday and Christmas Day) a gun fires from Mills Mount Battery - a tradition begun in 1861 so ships out in the Forth could set their chronometers even when fog hid the Nelson Monument's time ball on Calton Hill.","https://en.wikipedia.org/wiki/Edinburgh_Castle","This is also the leg's end landmark (stored landmark #9 in landmarks.csv). Per the standing rule established in leg 4 (applied to Fleshmarket Close in leg 5, Tron Kirk Market in leg 6, and Deacon Brodies Tavern in leg 7): a leg's end landmark is always included as a POI in that leg too. Content reused and lightly reflowed from the existing, previously-verified landmark research (about_landmark_text 'About the castle', about_subject_text 'About St Margaret's Chapel', and interesting_fact fields in landmarks.csv) rather than re-derived. Coordinates match the stored landmark exactly. Reused the existing edinburgh-castle.jpg photo (copied to 8-10.jpg) per task instruction rather than re-sourcing.","55.9485947","-3.1999135","confirmed - matches stored landmark coordinates exactly","8-10.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
