leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Scott Monument -> Fleshmarket Close","5","Duke of Wellington Statue","statue","9 Waterloo Place, Edinburgh EH1 3BG","","","","An equestrian bronze of Arthur Wellesley, 1st Duke of Wellington, seated on his real Waterloo warhorse Copenhagen and gesturing firmly east toward Waterloo Place. Sculpted by Sir John Steell, who won the commission in 1842, it was unveiled on 18 June 1852, the 37th anniversary of the Battle of Waterloo, and stands directly in front of General Register House at the eastern end of Princes Street.","Wellington himself, then 83 and in his final months, did not attend the unveiling, but surviving veterans of his campaigns turned out for the ceremony. Copenhagen, the horse, was entirely real: Wellington rode him throughout the Waterloo campaign and kept him in retirement afterwards until he died in 1836, aged 28, and was buried with full military honours. In mid-2026 the statue started turning up in the news for an unwanted reason - spotted wearing a traffic cone, copying a decades-old Glasgow tradition around that city's own Wellington statue after Tartan Army fans crowned statues abroad during the World Cup, a trend Edinburgh councillors have publicly called 'undignified'.","https://canmore.org.uk/site/115603/edinburgh-princes-street-general-register-house-duke-of-wellington-statue","No dedicated Wikipedia article exists for this statue (only the Hyde Park Corner and Glasgow Wellington statues have their own pages); facts drawn from Canmore/Historic Environment Scotland and corroborated across Edinburgh Expert and tourism sources. Google Places attributes it a Waterloo Place address rather than Princes Street - kept since coordinates match the statue's known position in front of Register House exactly. Traffic-cone trend confirmed as a genuine, dated mid-2026 news story (Edinburgh Evening News/Street Historians coverage), explicitly distinguished there from Glasgow's much older, unrelated cone tradition - not conflating the two statues.","55.9534864","-3.1891532","confirmed - google places","5-1.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","General Register House","building","2 Princes St, Edinburgh EH1 3YY","","","","A grand neoclassical building designed by Robert Adam, its foundation stone laid on 27 June 1774 as purpose-built home for Scotland's national archives - reputedly the first building anywhere in Britain or Ireland constructed specifically to store public records. Money ran out repeatedly and it wasn't fully finished until 1834, sixty years after it began. At its heart sits the Adam Dome, a 50-foot-wide rotunda lit only by a central oculus, modelled on Rome's Pantheon.","Adam worked small carved thistles into the dome's otherwise thoroughly Roman-inspired anthemion frieze, a quiet Scottish signature in an imported classical language. The building still does the job it was built for nearly 250 years later, holding centuries of Scotland's birth, marriage, death and court records, and remains the seat of the Lord Clerk Register and Lord Lyon King of Arms. It was actually judged too small before it was even finished - later architects Robert Reid and Archibald Elliot were called back in to extend it and dig further storage into the basement.","https://en.wikipedia.org/wiki/General_Register_House","Construction/completion dates, Adam Dome dimensions and thistle-frieze detail corroborated across Wikipedia and Old Edinburgh Club/SLHF sources.","55.9538264","-3.1893246","confirmed - google places","5-2.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","The Balmoral Hotel","building","1 Princes St, Edinburgh EH2 2EQ","","","","A red sandstone clock-tower landmark opened on 15 October 1902 as the North British Station Hotel, built directly above Waverley Station by the North British Railway to a design by William Hamilton Beattie. Its tower rises 190 feet, topped with four 13-foot clock dials made by Edinburgh jewellers Hamilton & Inches. Sean Connery renamed it The Balmoral during a major 1991 refurbishment, and Rocco Forte Hotels has owned it since 1997.","The clock has run three minutes fast since it first started ticking in 1902, a deliberate trick to help travellers dashing for their train actually catch it - it's only ever set right once a year, at midnight on Hogmanay. J.K. Rowling finished writing Harry Potter and the Deathly Hallows in room 552 here on 11 January 2007, later signing a marble bust in the room with the date and a line from the book. The hotel became the first in Scotland to earn a five-star Forbes Travel Guide rating, and past guests have ranged from Laurel and Hardy in 1932 to Oprah Winfrey in 2010.","https://en.wikipedia.org/wiki/Balmoral_Hotel","Architect, opening date, clock-tower height and the three-minutes-fast detail all corroborated across Wikipedia and Rocco Forte's own hotel history page. Deathly Hallows completion date/room number widely reported at the time.","55.9530355","-3.1895371","confirmed - google places","5-3.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Waverley Bridge","architectural_point","Waverley Bridge, Edinburgh","","","","A wide iron-and-stone bridge built 1894-96 by engineers Blyth and Westland, carrying traffic across the deep valley between Princes Street and Market Street/Cockburn Street below - effectively forming the roof of Edinburgh Waverley station underneath it. Category A listed since 1991, it's one of three parallel crossings of this old loch-bed valley, alongside North Bridge and the Mound. Two carriageway ramps once let cars and taxis descend straight into the station concourse; that vehicle access was closed off in January 2014, leaving the ramps to pedestrians, cyclists and deliveries.","Halfway across the bridge sits the station's former parcels office, itself Category A listed, converted into a pub and restaurant back in the 1980s - so crossing this bridge today can include stopping for a pint directly above the trains rumbling through the station underneath.","https://en.wikipedia.org/wiki/Waverley_Bridge","Construction dates, engineers, listing status and 2014 vehicle-access closure corroborated via Wikipedia's Waverley Bridge article.","55.9518852","-3.1917868","confirmed - google places","5-4.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Edinburgh Waverley Station","building","Waverley Railway Station, Edinburgh EH1 1BB","","","","Scotland's second-busiest railway station, formed in the 1860s when the North British Railway merged three separate rival Victorian stations that had grown up in this valley since 1846: the North Bridge, General and Canal Street stations. The combined name 'Waverley' had already been used informally from around 1854, borrowed from Sir Walter Scott's Waverley novels. Twenty platforms now radiate from a huge central island beneath a great glass roof, most recently reglazed with 370,000 square feet of clear panels between 2010 and 2012.","A legal covenant dating back to the station's construction bans any building upward on the site, specifically to protect the view of Arthur's Seat from Princes Street above - one reason Waverley has always had to spread sideways and down into the valley rather than up, squeezed as it is between the Old and New Towns. Because it sits down in that valley, the station is almost entirely hidden from street level, with separate entrances dropping in from Waverley Bridge, Market Street and Princes Street on three different sides of the surrounding city blocks.","https://en.wikipedia.org/wiki/Edinburgh_Waverley_railway_station","Merger history, 'Waverley' naming and roof reglazing dates corroborated via Wikipedia and Network Rail's own history page. Used the Market Street-side Google Places result (closer to this leg's route) over the South Bridge concourse entry, both are the same station.","55.9519331","-3.1895678","confirmed - google places","5-5.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Waverley Market","building","3/48 Waverley Bridge, Edinburgh EH1 1BQ","","","","A sunken plaza and shopping centre on the site of a Victorian fruit and vegetable market moved here in 1869 after the original marketplace under North Bridge was swallowed up by the growing railway. The Victorian market hall, roofed over in 1874 with an iron-and-glass structure and a rooftop garden used for entertainment, closed in November 1972 and was demolished the following year. The present shopping centre opened in November 1984, its roof deliberately built flush with Princes Street to preserve the classic view across to the Castle and Old Town, and was formally opened by the Queen on 25 July 1985.","The centre has changed its name almost as often as its shop mix - Waverley Market, then Waverley Shopping Centre, then Princes Mall from 2004, then Waverley Mall from 2016 - before reverting back to its original name, Waverley Market, in a full-circle rebrand.","https://en.wikipedia.org/wiki/Waverley_Market","Victorian market history, 1972 closure/1973 demolition and 1984/1985 shopping centre opening dates corroborated via Wikipedia's Waverley Market article. Name-change sequence (Princes Mall 2004, Waverley Mall 2016, reverted to Waverley Market) cross-checked against current 2026 signage/listings.","55.9527511","-3.1907388","confirmed - google places","5-6.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Fruitmarket Gallery","gallery","45 Market St, Edinburgh EH1 1DF","","","","A contemporary art gallery occupying a building put up in 1938 as a genuine fruit and vegetable market, right beside the railway that once carried the produce in. Founded in 1974 and renovated by Richard Murphy Architects in 1994, it shows international and Scottish contemporary art free of charge, alongside talks and events. A £4.3 million expansion completed in 2021 converted a neighbouring former fruit warehouse - later the Electric Circus nightclub - into a second exhibition wing, roughly doubling the gallery's footprint.","In 2011 the gallery commissioned artist Martin Creed to reclad the nearby Scotsman Steps in 104 different marbles sourced from quarries around the world - a free public artwork just a couple of minutes' walk from the gallery's own front door on Market Street, and one of Scotland's contributions to that year's Edinburgh Art Festival.","https://en.wikipedia.org/wiki/Fruitmarket_Gallery","Founding date, building history and 2018-2021 expansion corroborated via Wikipedia's Fruitmarket Gallery article; Scotsman Steps commission cross-checked against the gallery's own website.","55.9513094","-3.1894434","confirmed - google places","5-7.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Scotsman Steps","architectural_point","Scotsman Steps, Edinburgh EH1 1BU","","","","An enclosed stone staircase built between 1899 and 1902 inside an octagonal tower, linking North Bridge above down to Market Street and Waverley Station below - built at the same time as, and as part of, the grand new headquarters going up next door for The Scotsman newspaper. For decades afterwards the 104 steps were a dark, neglected shortcut, better known for litter and antisocial behaviour than for anything else.","In 2011, Turner Prize-winning artist Martin Creed reclad every one of the 104 steps in a different marble drawn from quarries on every continent, a permanent public artwork titled Work No. 1059 and commissioned by the neighbouring Fruitmarket Gallery. Creed described climbing it as being 'like walking through the world' - and the £250,000 installation transformed the once-neglected passage into a genuine, free-to-visit piece of public art.","https://en.wikipedia.org/wiki/The_Scotsman_Steps","Construction dates and Martin Creed installation details (2011, Work No. 1059, funding, 104 marbles) corroborated across Wikipedia and the Fruitmarket Gallery's own project page. Photo updated 2026-09-01 with a real on-site shot of ""THE SCOTSMAN STEPS"" archway sign. | FLAG FOR USER: user note (2026-08-31 walk): ""start the narrative about edinburgh old town being on two levels"" - still open, see also the ""two views street levels"" new find from the same walk.","55.9511711","-3.1885059","confirmed - google places","5-8.jpg","keep","just_right","keep","yes","note - start the narrative about edinburgh old town being on two levels","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","The Scotsman Hotel","building","20 North Bridge, Edinburgh EH1 1TR","","","","A dramatic Edwardian building completed in 1902 to designs by Dunn & Findlay as headquarters for The Scotsman newspaper, then Scotland's leading national daily. Built in pinkish sandstone with baronial turrets and ornate gables in a Scots Renaissance style, it was deliberately designed to command the skyline from its North Bridge position. Printing presses ran in the lower floors and editorial staff worked the middle ones, while - in a nod to older ways of getting news out fast - a pigeon loft once occupied the attic. Sitting right beside Waverley Station let finished papers reach the trains within minutes of coming off the press.","The Scotsman finally moved out in 1999, and the building reopened in 2001 as a luxury hotel, keeping its oak-panelled Edwardian reception hall as a bar and turning the old basement printing-press room into a fitness suite - so guests now work out in the very room where the next day's headlines used to roll off the presses. A ceremonial staircase of Carrara marble still winds up through the building's core, unchanged from the newspaper's day.","https://en.wikipedia.org/wiki/The_Scotsman_Hotel","Architect, construction date (1899-1902) and conversion-to-hotel date (2001) corroborated across Wikipedia and Scotsman Publications' own retrospective coverage. Scots Renaissance/baronial architectural description and Carrara marble staircase detail from Edinburgh Architecture and hotel-review sources.","55.951068","-3.188246","confirmed - google places","5-9.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Scott Monument -> Fleshmarket Close","5","Jinglin' Geordie","building","22 Fleshmarket Cl, Edinburgh EH1 1DY","","","","A historic pub on Fleshmarket Close named after George Heriot, the wealthy 16th and 17th-century Edinburgh goldsmith and moneylender nicknamed 'Jinglin' Geordie' for the coins that jingled in his pockets as he walked the Old Town. Heriot lived on this very close with his first wife, Christian Marjoribanks, and lent substantial sums to King James VI and Queen Anne. Inside, the pub keeps a long-case clock, stained-glass thistle and saltire windows, and old prints and photographs of Edinburgh.","When Heriot died in 1624 he left almost his entire fortune to found a hospital school for 'fatherless boys, freemen's sons of the town of Edinburgh' - that bequest became George Heriot's School, still one of Edinburgh's best-known independent schools today, funded by a goldsmith who once lived and worked just a few steps from where his namesake pub now stands.","https://www.edinburghexpert.com/blog/edinburghs-local-heroes-jinglin-george-heriot","No dedicated Wikipedia article for the pub itself; George Heriot biography and 'Jinglin' Geordie' nickname corroborated across Edinburgh Expert, CAMRA and the pub's own venue history. George Heriot's School bequest is well documented independently.","55.9509642","-3.188842","confirmed - google places","5-10.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
