leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street (West End)","history","Rose Street at South Charlotte Street, Edinburgh","","","","Rose Street begins here, at its western end, meeting South Charlotte Street just around the corner from Charlotte Square. Laid out by James Craig in 1767 as a modest service lane behind George Street's grand townhouses, it's this trade character - not the architecture above - that gives Rose Street its real fame today: a thousand-metre run stacked with pubs, bars and restaurants, said to hold twelve traditional pubs on the well-known 'Rose Street Challenge' crawl route alone, plus just as many other bars besides. The crawl traditionally starts right here on the left-hand side at Scott's, 202 Rose Street - said to date back to 1790 and named for a formidable 19th-century landlady, 'Ma Scott', whose reputation is still advertised on the pub's own sign today.","Victorian Edinburgh regarded the whole street as faintly disreputable after dark, and the pub scene that grew up along it eventually gave Rose Street its modern nickname, the 'Amber Mile.' The full crawl runs from Scott's here all the way to the Abbotsford at the street's far end - roughly one drinking establishment every 80 metres along the route. Pedestrianised by the 1970s, Rose Street runs some 1,000 metres in total to St Andrew Square; this walk follows only its westernmost stretch.","https://en.wikipedia.org/wiki/Rose_Street","UPDATED 2026-08-28 per user request to foreground the pub-crawl angle. Scott's 1790 opening date and the 'Ma Scott' landlady story are repeated across tourism sources (pub sign, TripAdvisor, pub-review blogs) but not traced to a documented primary source - a 2013 pub-review blog explicitly calls it unsubstantiated local lore, so phrased as 'said to' rather than settled fact. '12 traditional pubs' on the Scott's-to-Abbotsford crawl route confirmed via barcrawl.co.uk's own routed crawl listing and europeupclose.com ('one pub every 83 metres'). Scott's address (202 Rose Street) confirmed via Google Places and matches the 'left-hand side' heading east, consistent with the user's own description. Original founding/character research (Craig 1767, service lane, Thistle St pairing) retained from the initial draft where it didn't need to be cut for length.","55.9512238","-3.2062652","confirmed - google places (exact address match, ""Rose St & S Charlotte St"" junction)","3-1.jpg","keep","just_right","pic_taken","no","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","Charlotte Chapel / Rose Theatre","religious_building","204 Rose Street, Edinburgh EH2 4AZ","","","","A plain, dignified stone hall near the western end of Rose Street, built in 1912 as Charlotte Chapel to a design by J A Arnott and J Inch Morrison, seating 1,000 worshippers on the site of an earlier 18th-century chapel. The congregation was founded in January 1808 by evangelist Christopher Anderson, who began preaching in the Pleasance before outgrowing that hall and relocating his church here. Category B listed, the building served as a working Baptist chapel for over a century, its restrained exterior giving little away about the busy congregational life that filled it inside.","In 2016 the congregation, grown too large again, moved out to a former Church of Scotland building on Shandwick Place, leaving this hall empty for the first time in two centuries. Danish choreographer Peter Schaufuss bought the deconsecrated chapel that year for 1.8 million pounds and reopened it in 2017 as the Rose Theatre, now a year-round performing arts venue and Fringe hub built across four stages inside the old chapel's shell. As of 2026, a hotel conversion with a rooftop bar has already been approved for the building - so the theatre inside today may prove just one more phase in a longer story.","https://en.wikipedia.org/wiki/Rose_Theatre,_Edinburgh","Building history (1912, architects J A Arnott & J Inch Morrison, seats 1,000, congregation founded 1808 by Christopher Anderson, Category B listed 28 March 1996) confirmed via Wikipedia's Rose Theatre article and britishlistedbuildings.co.uk search snippet. 2016 move to Shandwick Place, Schaufuss purchase (GBP 1.8m) and 2017 reopening as Rose Theatre corroborated across Wikipedia, Cockburn Association and Edinburgh Reporter. 2026 hotel-conversion approval confirmed via Deadline News/Edinburgh Reporter coverage - genuinely current uncertainty, flagged in interesting_fact rather than presented as settled. Google Places confirmed ""Rose Theatre, 204 Rose Street"" as an exact address match; a separate ""Charlotte Chapel"" search returned two results, correctly distinguishing this historic building (Rose St S Ln, ~10m from the 204 Rose St result) from the current congregation's new premises at 58 Shandwick Place (~700m away, correctly excluded). PROXIMITY FLAG: ~62m from existing leg 3 row ""Alexander Graham Bell Birthplace"" and ~67m from leg 2's ""Kimpton Charlotte Square Hotel"" - different subject/building in each case, flagged for transparency per pipeline policy.","55.9511694","-3.2054963","confirmed - google places (exact address match ""204 Rose St""; cross-checked against a second, ~10m-distant Places result for ""Charlotte Chapel"" itself)","3-2.jpg","keep","just_right","pic_taken","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","Beachcomber by George Mackay Brown","gallery","155 Rose Street, Edinburgh EH2 4AZ","","","","Set into the arched windows of a former telephone exchange near the western end of Rose Street, seven laser-cut steel panels illustrate all seven verses of Orcadian poet George Mackay Brown's 1971 poem 'Beachcomber,' one verse per window. Artist Astrid Jaekel designed the piece first as intricate hand-cut paper before Pentland Precision Engineering translated it into weatherproof steel, commissioned around 2012-13 by Essential Edinburgh as part of a project to regenerate and celebrate the street's cultural heritage - a nod to the 'Rose Street Poets' who once drank in its pubs.","The poem's seven short verses each describe one day's finds on a beach - a boot, a spar, seaweed, a fish, driftwood - ending on Sunday's line 'I sit on a rock and I forget/ Sundays and Fridays.' Jaekel chose the poem after realising the building's seven arched windows matched its seven verses exactly, letting passers-by read one line of poetry at a time on their way past rather than all at once. The work was shortlisted for the 2013 Adrian Henri Prize for Poetry in Art and the 2014 Association of Illustrators Awards.","https://astridjaekel.com/Beachcomber","Google Places returned an exact named match (""Beachcomber by George Mackay Brown"", 155 Rose St) confirming both location and that this is a recognised, mapped point of interest, not just an obscure art piece. Install date given as both 2012 and 2013 across sources (beachcombingmagazine.com says 2012, other coverage says 2013) - used 'around 2012-13' to sidestep. IMAGE LICENSING FLAG: no CC-BY/public-domain image found on Wikimedia Commons after a real search - used a CC BY-NC 2.0 (Attribution-NonCommercial) Flickr photo by user woolamaloo_gazette instead, the best available real option. This is a step down from this pipeline's usual CC-BY/CC-BY-SA standard and the NC term may be a problem if TOURZ becomes a commercial product - flagged explicitly for the user to revisit, e.g. by taking an original photo on the leg-1-style field walk. PROXIMITY: ~14m from existing leg 3 row ""Rose Street's Last Original Block"" (172-202 Rose St) - different subject (this specific art installation vs. the block's general architecture), included as a separate stop deliberately per user request.","55.9515655","-3.2045366","confirmed - google places (exact named match)","3-3.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street's Last Original Block","architectural_point","172-202 Rose Street, Edinburgh","","","","A long run of matching three-storey-and-attic buildings on the south side of Rose Street, put up around 1790 as plain coursed-rubble tenements with small shops let in at street level from early on. Historic Environment Scotland lists the group - numbers 172 to 202 - together as a single Category B entry, describing it as 'a significant surviving part of the original fabric of Edinburgh's New Town.' Shopfronts have been renewed many times since - plate-glass windows, slender columns, modern fascias - but the upper storeys and roofline above still read as unaltered Georgian building fabric.","Historic Environment Scotland's own listing goes further, calling this specifically the 'last surviving continuous block in Rose Street' - meaning that of all the plain vernacular housing built along the street under Craig's original plan, this run is the only stretch left standing unbroken end to end. Everywhere else on Rose Street, individual buildings have been replaced or rebuilt piecemeal across two and a half centuries of shop-and-pub trading; only here does the original terraced rhythm survive intact - a fixed point on a street otherwise defined by constant turnover.","https://britishlistedbuildings.co.uk/200369790-182-rose-street-edinburgh-edinburgh","Listing description (circa 1790, 3-storey coursed rubble, Category B, listed 28 March 1996, grouped with 172-202 even nos as 'a significant surviving part of the original fabric of Edinburgh's New Town') and the 'last surviving continuous block in Rose Street' characterisation both from britishlistedbuildings.co.uk search-result text (the page itself 403'd on direct fetch, consistent with this pipeline's prior experience of that site - not independently re-verified against the primary Historic Environment Scotland listing text). 182 Rose Street used as a representative point within the 172-202 group. Google Places confirmed ""182 Rose St"" as an exact address match.","55.9514866","-3.2043689","confirmed - google places (exact address match ""182 Rose St"", representative point within the listed 172-202 group)","3-4.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street's First Pedestrianised Stretch","recurring_feature","Rose Street at Castle Street, Edinburgh","","","","The block of Rose Street between here at Castle Street and Frederick Street, one block on, holds a small piece of Edinburgh planning history: in 1973 it became the first street in the city closed to traffic and paved for pedestrians only, years ahead of Rose Street's other blocks or Princes Street itself. The new paving came with its own decoration - in the 1980s, artist Maggy Howarth set eight large circular pebble mosaics into the pedestrianised surface at its side-street junctions, each a different rose design worked entirely from small stones, built sturdy enough to carry delivery vans.","The mosaics haven't all survived intact. Of the original eight, only five remained by the late 2010s, two of them damaged, and Edinburgh Council lifted at least one after it became a pedestrian trip hazard - with talk since of community-led restoration and possible new siting nearby, though their fate is still unresolved as of the most recent reporting found. Look down as well as at the shopfronts through here: what reads as ordinary paving is, in places, four-decade-old public art hanging on by a thread.","https://ewh.org.uk/rose-street/","1973 first-pedestrianised-street claim (Castle Street to Frederick Street block specifically) confirmed via Edinburgh World Heritage's Rose Street street-stories page. Eight Maggy Howarth pebble-mosaic roses, installed 1980s, corroborated across Edinburgh World Heritage and thejoyofshards.co.uk. Mosaic survival/damage/removal details are from Edinburgh Evening News coverage dated 2019 - the most recent reporting found; current 2026 status (how many remain in place, whether restored) could not be confirmed and is hedged accordingly in interesting_fact rather than stated as current fact. Google Places confirmed ""Rose St & Castle St"" as the junction address. PROXIMITY FLAG: ~83m from existing leg 2 rows ""Thomas Chalmers Statue"" and ""View Down Castle Street to the Castle"" (same Castle Street corner, different subject in both cases) - flagged for transparency per pipeline policy.","55.9517499","-3.2031369","confirmed - google places (exact junction address match ""Rose St & Castle St"")","3-5.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","McVitie's Original Shop","history","129 Rose Street, Edinburgh","","","","An unremarkable shopfront on Rose Street was, in 1830, the site of a modest provision shop - the first premises of what became McVitie's, now one of Britain's best-known biscuit makers. Robert McVitie ran the business from here, baking and selling bread and confectionery to Rose Street's working trade decades before the family name became a household word. The firm passed down through generations of McVities, expanding well beyond a single shop long before it needed a dedicated factory.","The digestive biscuit that made the name famous wasn't invented here - that came in 1892, devised by works manager Alexander Grant after the firm had outgrown Rose Street and built its own St Andrews Biscuit Works in Gorgie. Grant's recipe is still the one used today, guarded as a trade secret for well over a century, and the same works later gave the world the Jaffa Cake. The whole enterprise - now sold across dozens of countries - began in this single Rose Street shop, one workshop among many that gave the street its tradesman's character in the shadow of George Street's banks.","https://en.wikipedia.org/wiki/McVitie%27s","1830 founding date and 129 Rose Street address for McVitie's original provision shop confirmed across Edinburgh World Heritage's Rose Street street-stories page and multiple McVitie's-history sources (Threadinburgh, Scottish Banner). 1892 digestive biscuit / Alexander Grant / St Andrews Biscuit Works (Gorgie) details from Wikipedia's McVitie's article. No specific shopfront or plaque at 129 Rose Street could be confirmed as still marking this history today - the image used is a representative photo of a nearby period shopfront on the same block (170 Rose Street), not a photo of number 129 itself or any surviving McVitie's signage; description written to reflect this (""unremarkable shopfront""), not implying a visible marker exists. Google Places confirmed ""129 Rose St"" as an exact address match.","55.9519013","-3.2025938","confirmed - google places (exact address match ""129 Rose St"")","3-6.jpg","keep","just_right","pic_taken","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial (via Rose Street)","3","The Kenilworth","building","152-154 Rose Street, Edinburgh EH2 3JD","","","","A late-Victorian pub interior behind an unassuming Rose Street frontage, giving little hint of the ornate room inside. The building dates to around 1780, one of Rose Street's original plots, but the interior seen today is the work of architect Thomas Purves Marwick, fitted out in 1899 and trading as the Kenilworth by 1904, named for Sir Walter Scott's 1821 novel. Blue-and-white Minton tiles run floor-to-ceiling under brown-and-white banding, below a patterned red-and-cream plasterwork ceiling, with a Jacobean-revival timber gantry behind the bar. It is Category A listed - Rose Street's highest heritage grade.","A costly 1966 refit for the old Alloa Brewery, by architects Covell Matthews, restored the pub rather than modernised it - damaged tiling was remade in majolica so closely matched to the originals that today it takes an expert eye to tell 1899 from 1966. The result is one of the best-preserved Victorian pub interiors left in Edinburgh, on a street where most historic bars have long since been stripped out. Scott supplies the theme at one remove: further along Rose Street stands the Abbotsford, named after the house Scott built himself - two pubs, one novelist, one street.","https://britishlistedbuildings.co.uk/200369786-152-154-rose-street-edinburgh-edinburgh","Building/interior history (circa 1780 building, 1899 interior fit-out by Thomas Purves Marwick, trading as Kenilworth by 1904, named for Scott's 1821 novel, Category A listed 12 December 1974, LB29651) confirmed via britishlistedbuildings.co.uk search-result text and CAMRA's pub listing. Minton tile/plasterwork ceiling/gantry description and 1966 Alloa Brewery restoration by Covell Matthews corroborated via CAMRA and brewmook.wordpress.com pub-crawl write-up. Google Places matched ""The Kenilworth"" consistently across two separate queries, though the formatted address string reads ""152-154 Rose St S Ln"" (South Lane) rather than plain ""Rose St"" - coordinates are consistent with the building's documented Rose Street frontage location, so accepted as correct. PROXIMITY FLAG: ~104m from existing leg 2 row ""Thomas Chalmers Statue"" (just over the 100m guideline, different subject) - noted for completeness.","55.9518413","-3.2022857","confirmed - google places (consistent business-name match across two queries; address string reads ""Rose St S Ln"" but coordinates match the documented building location)","3-7.jpg","keep","just_right","pic_taken","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial","3","Alexander Graham Bell Birthplace","history","14 South Charlotte Street, Edinburgh EH2 4AS","","","","Born here on 3 March 1847, Alexander Graham Bell spent his first years in this New Town flat before the family later moved to the edge of the city. His father, Alexander Melville Bell, was a renowned elocutionist who ran a school from here training teachers of the deaf using his own 'Visible Speech' system - work the young Bell grew up around, and would later echo in Boston. Both his mother and, eventually, his wife were deaf, a thread that ran through his life long before the invention that made him famous.","Bell left Edinburgh for good in 1870, aged 23, first for Canada and then the United States, where he opened his own school for deaf children in Boston - consciously modelled on his father's Edinburgh work - before patenting the telephone in 1876. A carved stone plaque beside the green door at No.14 still reads simply: 'Alexander Graham Bell, Inventor of the Telephone, Born here 3rd March 1847.'","https://en.wikipedia.org/wiki/Alexander_Graham_Bell","Address given as both '14' and '16' South Charlotte Street across different tourism sources - resolved via Google Places, which confirms '14 S Charlotte St' and matches the door-number visible in the sourced photo (a carved '14' above the door) and the plaque photo itself, so used 14. Originally researched during leg 2 drafting and dropped there as too far off that leg's direct route (~175m) - added here to leg 3 instead, where South Charlotte Street sits much more directly on the path from Bute House down towards Princes Street.","55.9511133","-3.206488","confirmed - google places","3-8.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial","3","St John's Episcopal Church","religious_building","St John's Church, Princes Street, Edinburgh EH2 4BJ","","","","A Gothic Revival church at the corner of Princes Street and Lothian Road, marking the western gateway into Princes Street Gardens. Architect William Burn was only 25 when he designed it; building began in 1816 and it was dedicated as St John's Chapel on Maundy Thursday 1818. Its plaster fan-vaulted ceiling, modelled on the Henry VII Chapel at Westminster Abbey, is the single most striking feature inside. An Act of Parliament passed the same year construction began banned any further building on the north side of Princes Street, specifically to protect views of the Castle.","Dean Edward Bannerman Ramsay led the congregation from 1830 to 1872 and became one of Victorian Edinburgh's best-loved churchmen; a granite Celtic cross by Robert Rowand Anderson commemorates him on the Princes Street frontage. The kirkyard holds Anne Rutherford, Sir Walter Scott's mother, alongside Daniel Rutherford, the chemist who discovered nitrogen and was Scott's own uncle. In 2002 a tabot - a sacred replica of the Tablets of the Law used in Ethiopian Orthodox worship - turned up among the church's possessions and was quietly returned to Addis Ababa.","https://en.wikipedia.org/wiki/St_John%27s,_Edinburgh","Confirmed via Google Places (""St John's Episcopal Church"", Princes St, EH2 4BJ) - matches research exactly, sits right at the South Charlotte Street / Princes Street corner the route passes through. Some sources credit the fan vault to King's College Cambridge rather than Westminster's Henry VII Chapel as the inspiration - used the Henry VII Chapel attribution as the better-supported one, but this is a genuine cross-source conflict.","55.950036","-3.206593","confirmed - google places (exact address match, corner of Princes St/Lothian Rd)","3-9.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
"Bute House -> Wojtek Memorial","3","St Cuthbert's Parish Church","religious_building","5 Lothian Road, Edinburgh EH1 2EP","","","","Tucked into its own churchyard just below St John's, on ground worshipped continuously for longer than almost anywhere else in Edinburgh. Tradition holds that St Cuthbert founded a church here around AD 670, and the site is first documented in a charter of about 1127, when King David I granted St Cuthbert's all the land below the Castle rock. The current building, opened in 1894 to a design by Hippolyte Blanc, is only the latest in a long line on this spot - when the previous Georgian church of 1775 was itself demolished, evidence of six earlier buildings beneath it was reportedly found.","One thing did survive the 1894 rebuild: the elegant steeple added in 1789-90 by Alexander Stevens, kept standing throughout because it was better built and better looking than the shallow-pitched Georgian roof it once topped. The sprawling graveyard was a favoured target for Burke-and-Hare-era body-snatchers supplying the city's anatomy schools, and watchtowers were built into its boundary walls to guard against them. Buried here: essayist Thomas De Quincey, logarithms inventor John Napier, and William Macao, reckoned the first naturalised Chinese citizen in Scotland.","https://en.wikipedia.org/wiki/St_Cuthbert%27s_Church,_Edinburgh","Google Places returned two results for this name - correctly picked ""The Parish Church of St Cuthbert"", 5 Lothian Rd (not the unrelated St Cuthbert's Church in Slateford, several km away). The 670 AD founding date is explicitly a tradition/secondary-source claim per Wikipedia, not a documented fact - phrased as ""tradition holds"" to sidestep. ""Six earlier buildings"" figure is Wikipedia's own account of what was ""claimed to have been found"" during 1770s demolition, not independently verified archaeology.","55.9496378","-3.2050930","confirmed - google places (correct church picked from two results)","3-10.jpg","keep","just_right","keep","yes","","","","","2026-08-28T15:31:15.339Z"
