leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Petit Paris -> Edinburgh Central Library","10","The Last Drop","building","74-78 Grassmarket, Edinburgh EH1 2JR","","","","The Last Drop takes its blunt name from the darkest chapter of Grassmarket's history: for over a century a gallows stood right outside on this square, and the phrase is thought to refer either to the condemned prisoner's final drink here before execution or to the drop of the hangman's noose itself. Public hangings were carried out in the Grassmarket from 1660 until 4 February 1784, when a man named James Andrews became the last person executed on the site. The current pub building was rebuilt using original 17th-century stone salvaged from the historic tenements that previously stood here, keeping something physically continuous with the executions the name commemorates.","Staff and regulars have long reported the pub is haunted by the ghost of a small girl in old-fashioned, medieval-style clothing, seen both in the cellar and around the bar - an oddly gentle haunting for a building named after mass public execution. The pub sits only a short walk from the Covenanters' Memorial and the cobblestone pattern marking the actual site of the gallows, so drinkers here are, quite literally, having a last drop where condemned prisoners once had theirs.","https://www.gpsmycity.com/attractions/the-last-drop-pub-23868.html","No dedicated Wikipedia article for the pub itself; name origin (last drink/last drop of the rope), the 1660-1784 Grassmarket gallows history and James Andrews as the final person executed in 1784 corroborated across GPSmyCity, DesignMyNight and multiple independent pub-history/tourism sources. The ghost story (girl in medieval dress) is a recurring folklore claim across the same sources, kept as reported legend rather than fact. Google Places confirmed exact name/address match at 74-78 Grassmarket. Sits ~13m from this leg's Maggie Dicksons POI and close to leg 9's Covenanters' Memorial (94 Grassmarket) - a distinct, real venue, not a duplicate of either.","55.9478572","-3.1952767","confirmed - google places","10-1.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","Maggie Dicksons","building","92 Grassmarket, Edinburgh EH1 2JR","","","","Maggie Dickson's takes its name from Margaret 'Maggie' Dickson, a fishwife hanged in the Grassmarket on 2 September 1724 for concealing a pregnancy after the death of her newborn son. Her coffin was loaded onto a cart bound for burial in Musselburgh, but when the driver stopped for lunch at the Sheep Heid Inn along the way, he discovered Maggie was still alive inside it. Under Scots law a death sentence carried out and survived could not lawfully be repeated, so 'Half-Hangit Maggie' walked free - and, according to local legend, went on to live for decades afterwards, eventually running a pub of her own on this same stretch of the Grassmarket.","The pub that carries her name today leans fully into the gothic backstory, decorated with dark wood panelling, exposed brick and a skeleton locked in a set of stocks by the door. It stands only metres from the Covenanters' Memorial marking Grassmarket's old execution site, meaning Maggie's own brush with the noose happened almost exactly where her namesake pub now pours pints.","https://www.edinburghexpert.com/blog/edinburghs-local-heroes-hauf-hangit-maggie-dickson","No dedicated Wikipedia article for the pub; Maggie Dickson's 1724 hanging, her survival on the way to burial and the Sheep Heid Inn detail corroborated across Edinburgh Expert and multiple independent local-history sources (the current pub's own founding date is not well documented and is not asserted here). Google Places confirmed exact name/address match at 92 Grassmarket. Distinct from leg 9's Covenanters' Memorial (94 Grassmarket, general execution-site memorial) and this leg's own Last Drop POI (74-78 Grassmarket) - three separate, real features referencing the same execution history from different angles, not duplicates of each other. | FLAG FOR USER (2026-08-31 walk review): photo: user took a real photo on-site, needs to be supplied and applied. | Photo updated 2026-09-01 with a real user-supplied night photo of the shopfront.","55.9479232","-3.1950715","confirmed - google places","10-2.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","Candlemaker Row","history","Candlemaker Row, Edinburgh","","","","Candlemaker Row takes its name from Edinburgh's candlemaking trade, banished here from the cramped closes of the Old Town after a fire that broke out in a candle workshop killed the Deacon of the Bonnetmakers' Guild. Pushed out to what was then open ground near the old Bristo Port and town wall, the Incorporation of Candlemakers of Edinburgh built a proper guild hall on the row in 1722 to hold its meetings, its doorway carved with a shield and the date, marking the trade's new, safer home away from the tightly packed tenements above.","That 1722 hall, a four-storey block with two square stair towers, still stands on Candlemaker Row today - restored in 1979, it's the only incorporation hall left standing anywhere in Edinburgh out of the city's many historic craft guilds. The candlemakers' Latin motto, 'Omnia manifesta luce' ('All things are revealed by light'), was a fitting boast for tradesmen whose entire business was keeping Edinburgh's nights lit before gas or electric lighting ever existed.","https://edinburghtrades.co.uk/trades/candlemakers/","Guild/fire origin story, 1722 hall construction and 1979 restoration corroborated across Edinburgh Trades (The Incorporated Trades of Edinburgh), Edinburgh Expert and Old Edinburgh Club sources. Google Places geocodes 'Candlemaker Row' as a whole street rather than a single building, returning a midpoint along its length (confirmed - google places, exact name match, no plausible false-positive risk for a uniquely-named street) - consistent with the convention used for other street-level POIs in earlier legs (e.g. Cockburn Street in leg 5). The chosen point sits toward the row's north end, well away from Greyfriars Bobby's statue and the Greyfriars Kirkyard entrance further south on the same row, which are deliberately being left for leg 11 per task instructions. Photo shows 50 Candlemaker Row, the surviving building block that contains the historic 1722 Candlemakers' Hall.","55.9473662","-3.1919468","confirmed - google places (street midpoint, exact name match)","10-3.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","The Elephant House","building","21 George IV Bridge, Edinburgh EH1 1EN","","","","The Elephant House opened as a cafe on George IV Bridge in 1995 and became world-famous as one of the places J.K. Rowling wrote parts of the early Harry Potter novels, drawn in by cheap coffee, long communal tables and a back-room view over Greyfriars Kirkyard. A devastating fire that broke out in a neighbouring property in August 2021 forced the cafe to close for what became a five-year rebuild; it finally reopened to the public in December 2025 and is once again serving customers daily at its original George IV Bridge address.","From the cafe's rear window, Rowling could see across the kirkyard to a real gravestone belonging to one Thomas Riddell - long claimed by fans and tour guides as the inspiration for Voldemort's birth name, Tom Riddle, though Rowling has never fully confirmed the link herself. Fans still hunt out the actual grave in Greyfriars Kirkyard today, making it one of Edinburgh's more unusual literary pilgrimage sites.","https://en.wikipedia.org/wiki/Elephant_House","Opening date, the Rowling connection, the August 2021 fire and the December 2025 reopening corroborated via The Edinburgh Reporter, Edinburgh Evening News/Scotsman and Fox News coverage (checked 2026-08-29) - confirmed as currently open and trading as of 2026. The Thomas Riddell grave / Tom Riddle name connection is a widely repeated tour-guide claim rather than something Rowling has confirmed outright, kept here as reported legend. Google Places confirmed exact name/address match at 21 George IV Bridge. Photo is a pre-fire (2014) exterior shot showing the building's original signage/branding - flagging in case the rebuilt 2025 shopfront looks different, for later real-photo replacement.","55.9475928","-3.1917871","confirmed - google places","10-4.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","George IV Bridge","architectural_point","George IV Bridge, Edinburgh","","","","George IV Bridge was designed by architect Thomas Hamilton to carry a new road from the Old Town's South Side, over the deep Cowgate valley, up to the Lawnmarket, its ceremonial foundation stone laid on 15 August 1827. Funding shortfalls and disputes with the Edinburgh Improvement Commissioners dragged construction out for nearly a decade - Hamilton himself resigned from the project in 1834 - and the bridge wasn't finally finished until 1836. Structurally it is nine semicircular stone arches, almost all of them now buried beneath the shops, tenements and even a festival venue built directly on top, with only two arches still visible from outside.","Building the bridge meant demolishing two historic streets outright, Old Bank Close and Libberton's Wynd, taking with it John Dowie's Tavern - a tiny, much-loved 18th-century howff where Robert Burns was a regular, favouring its smallest snug, nicknamed 'the coffin', which sat only four or six people at a squeeze.","https://en.wikipedia.org/wiki/George_IV_Bridge","Construction dates, architect Thomas Hamilton, the funding disputes/1834 resignation and the hidden/buried-arches structure corroborated across Wikipedia, Edinburgh Expert's 'Six Edinburgh Bridges' piece and edinburghdaily.co.uk. John Dowie's Tavern's Robert Burns connection and the Old Bank Close/Libberton's Wynd demolitions corroborated via Wikipedia's Libberton's Wynd and John Dowie's Tavern articles and Lost Edinburgh's own history post. Google Places confirmed exact street-name match at a representative point along the bridge (confirmed - google places, no plausible false-positive for a uniquely-named bridge).","55.9477608","-3.1916724","confirmed - google places (street midpoint, exact name match)","10-5.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","National Library of Scotland","building","57 George IV Bridge, Edinburgh EH1 1EW","","","","The National Library of Scotland traces its roots to the Advocates Library, founded in the early 1680s and formally opened in 1689, which gained the right to a free copy of every book published in Britain under the Copyright Act of 1710. It only became a national institution in its own right in 1925, when an Act of Parliament formally established it, backed by a £100,000 endowment from the biscuit manufacturer Sir Alexander Grant. Grant later gave a further £100,000 toward a purpose-built home on George IV Bridge, designed by Reginald Fairlie from 1934 and finally completed in 1956 after wartime delays halted construction for years.","Legal deposit still applies today: by law the library is entitled to a copy of virtually everything published in the UK and Ireland, in print or online, and its holdings have grown to somewhere in the region of 30 million items - one of the largest research collections in Europe, sitting almost next door to Edinburgh's own public library on this same short stretch of George IV Bridge.","https://en.wikipedia.org/wiki/National_Library_of_Scotland","Advocates Library origins (1680s/1689), the 1710 Copyright Act, the 1925 National Library of Scotland Act, Alexander Grant's endowments and the Reginald Fairlie building (1934-1956) corroborated across the library's own history/timeline pages and britishlistedbuildings.co.uk. Legal deposit and collection-size figures corroborated via the library's own 'legal deposit explained' page and Wikipedia (collection size is cited variously depending on what is counted, so worded cautiously as 'in the region of'). Google Places' address-specific search for 57 George IV Bridge (the address on the building's listed-building record) returned coordinates ~37m from this leg's Central Library POI - both confirmed via Google Places. FLAG FOR USER: kept positioned just before the Library in this list despite sitting marginally further north along the same street than the Library itself, since the two buildings are immediate neighbours and this leg's convention requires the Library to be the final POI - a minor, deliberate ordering choice rather than a geocoding error.","55.9485181","-3.1921254","confirmed - google places","10-6.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","Edinburgh Central Library","building","7-9 George IV Bridge, Edinburgh EH1 1EG","","","","Designed by George Washington Browne in an ornate French Renaissance style, Edinburgh Central Library opened on George IV Bridge in 1890 as the city's first public library. The building drops away below street level, with further storeys descending through the gorge towards the Cowgate. It stands on the site of a 1616 townhouse belonging to Sir Thomas Hope, whose carved stone lintel - inscribed 'TECUM HABITA 1616' - was preserved and set into the new building.","The library was paid for by the Scottish-American steel magnate Andrew Carnegie, who doubled his original offer of £25,000 to £50,000 after being shown the site. Carnegie insisted the words 'Let there be Light' be carved above the entrance of every library he funded, and they appear above the door here too. He wasn't present when Lord Rosebery officially opened the building on 9 June 1890 - instead a telegram from Carnegie was read out, hoping 'that this Library is to grow in usefulness year after year.' Edinburgh is still the only local authority in the UK that classifies its adult library collection using the Library of Congress system rather than Dewey Decimal.","https://en.wikipedia.org/wiki/Central_Library,_Edinburgh","This is also the leg's end landmark (stored landmark #11 in landmarks.csv). Per the standing rule established in leg 4 (applied through legs 5-9): a leg's end landmark is always included as a POI in that leg too. Content reused and lightly reflowed from the existing, previously-verified landmark research (about_landmark_text used as description; about_subject_text and interesting_fact combined into interesting_fact) rather than re-derived, matching the pattern used for Petit Paris as leg 9's final POI. Coordinates match the stored landmark exactly. Copied the existing edinburgh-central-library.jpg photo (as 10-7.jpg) per task instruction rather than re-sourcing.","55.9482642","-3.192507","confirmed - matches stored landmark coordinates exactly","10-7.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","Victoria Street","architectural_point","Victoria Street, Edinburgh","","","","Victoria Street curls in a single elegant bow from the Grassmarket up to George IV Bridge, its rainbow-painted shopfronts making it one of the most photographed streets in Scotland. It began life as the West Bow, a notoriously crooked and dangerous medieval route linking the Grassmarket to the Royal Mile, until architect Thomas Hamilton - the same man behind George IV Bridge itself - swept much of it away between 1827 and 1834 as part of Edinburgh's Improvement Act works. Renamed in 1837 to mark Queen Victoria's accession, the street's two-tier design left an upper walkway, Victoria Terrace, running along its northern side above the shops.","The street is widely credited, if unofficially, as an inspiration for Diagon Alley in the Harry Potter books - J.K. Rowling worked for years at the Elephant House on George IV Bridge, a few minutes' walk from its top end, and would have passed this way often. Its older name, West Bow, has darker associations too: in 1670 a respected Edinburgh soldier named Major Thomas Weir confessed on his deathbed to decades of black magic, and was executed as the self-styled 'Wizard of the West Bow'.","https://en.wikipedia.org/wiki/Victoria_Street,_Edinburgh","Added ad hoc mid-review per user request and a supplied real on-site photo, appended to the end of the leg 10 block. Victoria Street/West Bow sits on a plausible alternate route between this leg's Grassmarket start and George IV Bridge end (this leg's own drafting pass instead used Candlemaker Row) - included since the user actually walked this way. Thomas Hamilton's 1827-34 rebuild and 1837 renaming corroborated across multiple tourism/history sources; Major Weir's 1670 witchcraft confession and execution corroborated via Executed Today and Spooky Isles - deliberately did not repeat the commonly-seen but inaccurate claim that he was Scotland's last witchcraft execution (that was Janet Horne, 1727).","55.9487342","-3.1931981","confirmed - google places (exact name match)","10-8.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","The Red Door Gallery","gallery","42 Victoria Street, Edinburgh EH1 2JW","","","","One of the shopfronts most responsible for Victoria Street's rainbow reputation, the Red Door Gallery trades behind its namesake scarlet doorway at number 42, carrying work from around 150 UK and Scottish artists. Inside, contemporary screenprints and giclee art prints sit alongside designer jewellery, enamel pins, knitwear and handmade greetings cards - independent, small-run work rather than mass-produced tourist stock. It's one of dozens of small, owner-run shops that have filled Victoria Street's curved Georgian frontages since the street's 1830s construction, keeping independent retail alive on one of the most photographed streets in Scotland.","The gallery is open all seven days of the week, year-round - a rarity among small independent Old Town shops, and a reflection of just how much passing footfall Victoria Street's photogenic curve now draws.","https://www.edinburghart.com/","Added ad hoc mid-review per user request and a supplied real on-site photo, appended to the end of the leg 10 block. Address, stock (roughly 150 artists, print/jewellery/homeware range) and opening hours corroborated directly via the gallery's own site (edinburghart.com) and Yelp's listing; no founding date or founder name could be confirmed from public sources, so none is claimed here. Lighter on history than most POIs in this leg since it's a working shop rather than a heritage site.","55.9484117","-3.1945583","confirmed - google places (exact name match)","10-9.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
"Petit Paris -> Edinburgh Central Library","10","Victoria Terrace","architectural_point","Victoria Terrace, Edinburgh","","","","Reached by a narrow flight of steps just off Victoria Street, Victoria Terrace is the surviving upper deck of Thomas Hamilton's 1827-34 rebuilding of the old West Bow - an iron-railed balcony walkway laid along the rooftops of the buildings below, lined with its own small row of shops and cafes, and giving uninterrupted views down over Victoria Street's curved, candy-coloured shopfronts to the Grassmarket beyond. It mirrors, on a smaller scale, the same trick Hamilton pulled off with George IV Bridge a few streets over: a street built up on hidden lower levels, so what looks like solid ground is really a bridge or terrace over the buildings and streets below.","From the terrace's railing, the view stretches from Victoria Street's coloured rooftops below all the way up to Edinburgh Castle on its rock - one of the few places in the Old Town where you can look straight down onto a whole street from a walkway built directly above its shops.","https://ewh.org.uk/victoria-street/","Added ad hoc mid-review per user request and a supplied real on-site photo, appended to the end of the leg 10 block. Construction as part of Thomas Hamilton's 1827-34 West Bow/Victoria Street scheme, and its function as an upper terrace above the street, corroborated via Edinburgh World Heritage's own Victoria Street page and multiple tourism sources describing the two-tier layout.","55.9486764","-3.1940572","confirmed - google places (exact name match)","10-10.jpg","keep","just_right","keep","yes","","","","","2026-08-31"
