leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street (West End)","history","Rose Street at South Charlotte Street, Edinburgh","","","","This thousand-metre run of pubs, bars and restaurants, and you're standing at the start of what Victorian Edinburgh called faintly disreputable after dark - the street its own pub crawl nicknamed the 'Amber Mile'. Laid out by James Craig in 1767 as a modest service lane behind George Street's grand townhouses, it's this trade character, not the architecture, that made Rose Street famous. The crawl traditionally starts right here on your left at Scott's, 202 Rose Street - dating to 1790, named for a formidable 19th-century landlady, 'Ma Scott', still advertised on the pub's own sign today.","","https://en.wikipedia.org/wiki/Rose_Street","","55.9512238","-3.2062652","","3-1.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","Charlotte Chapel / Rose Theatre","religious_building","204 Rose Street, Edinburgh EH2 4AZ","","","","This plain, dignified stone hall, and you'd never guess it once held a Baptist congregation of 1,000 - or that it's now a four-stage theatre. Built in 1912 to a design by J A Arnott and J Inch Morrison, this was Charlotte Chapel, founded in January 1808 by evangelist Christopher Anderson, who began preaching in the Pleasance before outgrowing that hall and relocating here. Its restrained exterior gives little away about the busy life that has filled it for over two centuries.","","https://en.wikipedia.org/wiki/Rose_Theatre,_Edinburgh","","55.9511694","-3.2054963","","3-2.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","Beachcomber by George Mackay Brown","gallery","155 Rose Street, Edinburgh EH2 4AZ","","","","The arched windows of this former telephone exchange reward a slow read as you pass - seven laser-cut steel panels, each illustrating one verse of Orcadian poet George Mackay Brown's 1971 poem 'Beachcomber'. Artist Astrid Jaekel designed the piece first as intricate hand-cut paper before Pentland Precision Engineering translated it into weatherproof steel, commissioned around 2012-13 by Essential Edinburgh as a nod to the 'Rose Street Poets' who once drank in its pubs.","","https://astridjaekel.com/Beachcomber","","55.9515655","-3.2045366","","3-3.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street's Last Original Block","architectural_point","172-202 Rose Street, Edinburgh","","","","This long run of matching three-storey-and-attic buildings, and you're looking at the only stretch of Rose Street where the original terraced rhythm survives unbroken end to end. Put up around 1790 as plain coursed-rubble tenements with shops let in at street level, Historic Environment Scotland lists numbers 172 to 202 together as a single Category B entry - 'a significant surviving part of the original fabric' of the New Town.","","https://britishlistedbuildings.co.uk/200369790-182-rose-street-edinburgh-edinburgh","","55.9514866","-3.2043689","","3-4.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","Rose Street's First Pedestrianised Stretch","recurring_feature","Rose Street at Castle Street, Edinburgh","","","","The paving beneath your feet on this block, and you're standing on a small piece of Edinburgh planning history - in 1973 it became the first street in the city closed to traffic and paved for pedestrians only, years ahead of Rose Street's other blocks or even Princes Street. In the 1980s, artist Maggy Howarth set eight large circular pebble mosaics into the surface at its side-street junctions, each a different rose design worked entirely from small stones, sturdy enough to carry delivery vans.","","https://ewh.org.uk/rose-street/","","55.9517499","-3.2031369","","3-5.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","McVitie's Original Shop","history","129 Rose Street, Edinburgh","","","","This unremarkable shopfront marks where one of Britain's best-known biscuit makers began. In 1830, Robert McVitie ran a modest provision shop from here, baking and selling bread and confectionery to Rose Street's working trade decades before the family name became a household word - one workshop among many that gave the street its tradesman's character in the shadow of George Street's banks.","","https://en.wikipedia.org/wiki/McVitie%27s","","55.9519013","-3.2025938","","3-6.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial (via Rose Street)","3","The Kenilworth","building","152-154 Rose Street, Edinburgh EH2 3JD","","","","Behind this unassuming Rose Street frontage are blue-and-white Minton tiles running floor-to-ceiling under brown-and-white banding, beneath a patterned red-and-cream plasterwork ceiling. The building dates to around 1780, but the ornate interior you're standing in is the work of architect Thomas Purves Marwick, fitted out in 1899 and trading as the Kenilworth by 1904, named for Sir Walter Scott's 1821 novel. It's Category A listed - Rose Street's highest heritage grade.","","https://britishlistedbuildings.co.uk/200369786-152-154-rose-street-edinburgh-edinburgh","","55.9518413","-3.2022857","","3-7.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial","3","Alexander Graham Bell Birthplace","history","14 South Charlotte Street, Edinburgh EH2 4AS","","","","A green door with a small carved plaque beside it marks the flat where Alexander Graham Bell was born on 3 March 1847. His father, Alexander Melville Bell, was a renowned elocutionist who ran a school from here training teachers of the deaf using his own 'Visible Speech' system - work the young Bell grew up around, and would later echo in Boston. Both his mother and, eventually, his wife were deaf, a thread that ran through his life long before the invention that made him famous.","","https://en.wikipedia.org/wiki/Alexander_Graham_Bell","","55.9511133","-3.206488","","3-8.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial","3","St John's Episcopal Church","religious_building","St John's Church, Princes Street, Edinburgh EH2 4BJ","","","","Inside, the plaster fan-vaulted ceiling, modelled on the Henry VII Chapel at Westminster Abbey - the single most striking feature of this Gothic Revival church marking the western gateway into Princes Street Gardens. Architect William Burn was only 25 when he designed it; building began in 1816 and it was dedicated as St John's Chapel on Maundy Thursday 1818. An Act of Parliament passed the same year banned any further building on the north side of Princes Street, specifically to protect views of the Castle.","","https://en.wikipedia.org/wiki/St_John%27s,_Edinburgh","","55.950036","-3.206593","","3-9.jpg","","","","","","","","",""
"Bute House -> Wojtek Memorial","3","St Cuthbert's Parish Church","religious_building","5 Lothian Road, Edinburgh EH1 2EP","","","","This churchyard, tucked just below St John's, sits on ground worshipped continuously for longer than almost anywhere else in Edinburgh. Tradition holds that St Cuthbert founded a church here around AD 670, and the site is first documented in a charter of about 1127. The current building, opened in 1894 to a design by Hippolyte Blanc, is only the latest in a long line on this spot - when the previous Georgian church of 1775 was demolished, evidence of six earlier buildings beneath it was reportedly found.","","https://en.wikipedia.org/wiki/St_Cuthbert%27s_Church,_Edinburgh","","55.9496378","-3.2050930","","3-10.jpg","","","","","","","","",""
