leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Greyfriars Bobby -> McEwan Hall","9","Bain's Retro Sweets","building","37 Grassmarket, Edinburgh EH1 2HS","","","","Bain's Retro Sweets has traded from this brightly painted Grassmarket shopfront for over twenty years, run as a genuine family business built around old-fashioned confectionery rather than modern chocolate-bar brands. Behind the yellow-and-blue frontage and jars stacked to the ceiling, the shop stocks the sweets many Scottish visitors remember from childhood corner shops: cola cubes, black jacks, mint crispettes and Chelsea whoppers alongside Scottish specialities like tablet, Edinburgh rock and the traditional toffee tins that come with their own little hammer. It sits in a stretch of the Grassmarket that has been a market and trading place since medieval times, giving a shop built entirely on nostalgia a suitably old setting to trade from.","Bain's homemade tablet is what regulars come back for specifically, and the shop's shelves mix genuine vintage British sweets with imported American candy, making it as much a stop for curious tourists as for locals chasing a specific childhood favourite.","https://bainsretrosweets.co.uk/","History and product details from bainsretrosweets.co.uk and press coverage (Scotsman Food and Drink, Yelp, Tripadvisor). Google Places confirms address/coordinates at 37 Grassmarket. Leg inferred by geography (nearest existing leg-9 POIs).","55.9472418","-3.1961530999999996","confirmed - google places","9-12.jpg","","","","","","","","",""
"Greyfriars Bobby -> McEwan Hall","9","Hunter's Close","recurring_feature","Hunter's Close, Grassmarket, Edinburgh EH1 2AW","","","","This narrow arched close at the southeast end of the Grassmarket was the scene of one of Edinburgh's most notorious mob killings. In April 1736, after the public hanging of smuggler Andrew Wilson turned into a riot, City Guard captain John Porteous ordered his men to fire on the crowd, killing six people. Porteous was convicted of murder, but a royal reprieve from Queen Caroline delayed his execution - and Edinburgh's citizens decided not to wait. On the night of 7 September 1736, a mob of thousands stormed the Tolbooth prison, dragged Porteous out, and marched him down the Lawnmarket and West Bow to the Grassmarket. He was hauled up this close, strung from a dyer's pole using a rope taken from a nearby draper's shop, and lynched within sight of the gallows where he had once commanded the firing squad. The house at the close's entrance carried a stone dated 1671, marking it as one of the older tenements in this stretch of the Old Town.","The episode became so notorious that Sir Walter Scott used it as the opening set-piece of his 1818 novel The Heart of Midlothian, and the term 'Porteous Mob' entered Scottish history as shorthand for a city administering its own justice when the Crown intervened in a local execution.","https://en.wikipedia.org/wiki/Porteous_Riots","History of the Porteous Riots and Hunter's Close as the hanging site drawn from Wikipedia (Porteous Riots, John Porteous) and Capital Collections archive photos of Hunter's Close. Google Places confirms the close name and coordinates at the Grassmarket. Leg assigned by geography (nearest existing leg-9 Grassmarket POIs, e.g. White Hart Inn 30m, Beehive Inn).","55.947731499999996","-3.1946176","confirmed - google places","9-13.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","The Black Bull","building","12 Grassmarket, Edinburgh EH1 2JU","","","","The Black Bull has traded from this corner of the Grassmarket since at least the early 20th century, part of one of the highest concentrations of historic pubs anywhere in Edinburgh - a market square with written records of trading stretching back to around 1370. Old photographs comparing the pub in 1912 and a century later show the building itself has been rebuilt at some point, even as the pub's name and location have stayed constant. Today it runs as a sports bar with a long L-shaped bar and two small mezzanine levels, decorated with memorabilia from T&J Bernard, one of Edinburgh's several long-vanished local breweries.","The pub keeps memorabilia from T&J Bernard, a brewery that no longer exists - a small, deliberate way of keeping Edinburgh's lost brewing history visible inside a pub that has itself already survived at least one full rebuild.","","History from edinburghnews.scotsman.com (1912/2012 comparison) and edinburgh.camra.org.uk. Google Places confirms 12 Grassmarket. Leg assigned by geography (27m from existing leg-9 POI Beehive Inn).","55.9473456","-3.1973631","confirmed - google places","9-7.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","Castle Rock Hostel","building","15 Johnston Terrace, Edinburgh EH1 2PW, UK","","","","This 19th-century Johnston Terrace building was originally constructed as a school and teacher training college before becoming Castle Rock Hostel in 1997. Its interiors lean fully into a medieval theme, with pointed arches, faux tapestries, heraldic shields, and suits of armour lining the stairs, all within sight of the Castle esplanade just above.","The hostel now hosts around 40,000 overnight guests a year and underwent a major renovation that added a dramatic new staircase to open up extra accommodation in the attic, while keeping the historic exterior intact.","","Ad hoc backlog batch 2026-09-02.","55.948253","-3.1959601","confirmed - google places","9-14.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","St Columba's by the Castle","church","14 Johnston Terrace, Edinburgh EH1 2PW, UK","","","","St Columba's by the Castle was built in 1846-47 in Early English Gothic style to designs by architect John Henderson, using stone brought from the demolished palace of Mary of Guise on the Royal Mile. Its layout reflects the reforming ideas of the Oxford Movement within the Scottish Episcopal Church, and a day school beneath the church once educated up to 200 local children.","The church's east window, blocked up for decades, was eventually filled in 1959 with a striking mural of 'Christ Enthroned' by artist John Busby.","","Ad hoc backlog batch 2026-09-02. Immediate neighbour of Castle Rock Hostel on Johnston Terrace - assigned to the same leg.","55.9483107","-3.1954658","confirmed - google places","9-15.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","Fiddler's Arms","pub","9-11 Grassmarket, Edinburgh EH1 2HY, UK","","","","The Fiddler's Arms sits at the western end of the Grassmarket, in the shadow of Edinburgh Castle, on a stretch of the Old Town once dominated by the wholesale trade running through the neighbouring West Bow - merchants here dealt in iron, pitch, tar, hemp, and other heavy goods bound for warehouses down in Leith.","True to its name, the pub still leans into a folk-music identity, with regular traditional Scottish sessions - a nod to a Grassmarket long associated with market traders, drovers, and travelling entertainers.","","Ad hoc backlog batch 2026-09-02.","55.9468967","-3.1978381","confirmed - google places","9-16.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","West Port Garden","park","2-3 West Port, Edinburgh EH1 2JA, UK","","","","West Port Garden was created in 1909 by pioneering town planner Patrick Geddes as one of several small green spaces he carved into the crowded Old Town, specifically to give slum children a place to experience nature. His daughter Norah, a landscape gardener, designed the terraced plot on the steep slope between West Port and the College of Art, and it officially opened in June 1910.","Over a century later the garden is still community-run, now overseen by the Grassmarket Residents Association, and continues to host local people doing therapeutic gardening and growing their own food.","","Ad hoc backlog batch 2026-09-02.","55.9467284","-3.1979274","confirmed - google places","9-17.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","Portsburgh Square","building","Portsburgh Sq, Edinburgh, UK","","","","Portsburgh Square is a pocket of mid-20th-century social housing tucked behind the Grassmarket, its balconied, pastel-painted tenement blocks built directly beneath the sheer face of Castle Rock. The square takes its name from the old Burgh of Portsburgh, an independent burgh that grew up outside Edinburgh's city walls near the West Port before being absorbed into the city in the 19th century.","Standing in the square gives one of the most dramatic close-up views of Edinburgh Castle anywhere in the city, with the volcanic crag rising almost directly overhead.","","Ad hoc backlog batch 2026-09-02. Photographed without a text label in the original submission (only a photo of pink/white balconied tenements against the Castle rock) - identified via visual match to Portsburgh Square, confirmed by Google Places for the surrounding area.","55.9466908","-3.198872","confirmed - google places","9-18.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","Salvation Army Womens Hostel","building","2 West Port, Edinburgh EH1 2JA, UK","","","","This Art Nouveau-detailed building on West Port was built in 1910-11 to designs by Glasgow architect John Hamilton as a Salvation Army hostel for homeless and vulnerable women, with its foundation stone laid by a senior Salvation Army officer on 6 February 1911. Carved lettering reading 'THE SALVATION ARMY WOMENS HOSTEL' still runs across the facade above the entrance.","The building has since been converted into backpacker accommodation, now trading as Kick Ass Hostels, though its original carved signage remains as a visible reminder of over a century of sheltering the city's most vulnerable residents.","","Ad hoc backlog batch 2026-09-02.","55.9467456","-3.1977081","confirmed - google places","9-19.jpg","","","","","","","","",""
"Edinburgh Castle -> Petit Paris","9","Granny's Green Steps","street","Granny's Green Steps, Edinburgh, UK","","","","Granny's Green Steps climb from the Grassmarket up to Johnston Terrace, cutting through what was once a communal drying green - 'Granny's Green' - used by the wives of soldiers from the Castle's married quarters to hang out their washing in the 19th century. Despite the old-fashioned name, the steps themselves are a modern addition, rebuilt in 2001.","Nobody now knows for certain who 'Granny' was - some think the sign should actually read 'Granny Green's Steps', after a specific named resident, rather than a generic grandmother.","","Ad hoc backlog batch 2026-09-02.","55.9475074","-3.1979972","confirmed - google places","9-20.jpg","","","","","","","","",""
