leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Tron Kirk Market -> Deacon Brodies Tavern","7","Sir Robert W Philip Plaque","plaque","The Mound, Edinburgh","","","","This blue plaque near The Mound commemorates Dr Robert William Philip, who in 1887 founded the Victoria Dispensary for Consumption and Diseases of the Chest nearby - the world's first clinic dedicated specifically to fighting tuberculosis. Rather than simply treating patients as they arrived, Philip pioneered what became known as the Edinburgh Scheme: tracing a disease back through a patient's household and social circumstances, examining infected families, and working to contain outbreaks at their source, treating tuberculosis as a public health problem to be managed at population scale rather than case by case.","The plaque itself was erected in 1957, the centenary of Philip's birth, by the National Association for the Prevention of Tuberculosis, and quotes his own confident prediction that mankind would eventually master the disease. His dispensary model - combining outpatient treatment, home visits, and a linked sanatorium and after-care colony - was so influential it was copied around the world and became the template for modern tuberculosis-control programmes, decades before antibiotics existed to actually cure the disease he spent his career trying to contain.","https://en.wikipedia.org/wiki/Robert_William_Philip","User-supplied title, image, and GPS (55.949922, -3.193043). No leg given - inferred as leg 7 by geography (only 44m from the already-promoted Deacon Brodies Tavern POI, by far the closest match checked against legs 4/5/7/9/10). Checked for duplicates against sites.csv and all leg archives - none found. Plaque text transcribed directly from the supplied photo and cross-verified against The Scotsman's own quotation of the same plaque - matches exactly. Biographical facts from the Royal College of Physicians of Edinburgh and Wikipedia.","55.9499224","-3.1930425","user-supplied GPS, cross-checked against plaque's own inscribed text and matched to independently-sourced quotation of the same plaque (The Scotsman) - not independently geocoded via Places (plaque is not a listed business)","7-19.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Old Assembly Close","close","Old Assembly Cl, Edinburgh, UK","","","","Old Assembly Close was originally called Little's Close, after the brothers Clement and William Little, before Edinburgh's dancing assembly - which began in 1723 - gave it its present name. The great hall here hosted the city's high society balls until the assembly moved to New Assembly Close in 1736, and the original hall was later destroyed in the Great Fire of 1824, which started in an engraver's workshop in this very close.","The 1824 fire began when a pot of overheated linseed oil in James Kirkwood's engraving workshop set a stack of paper alight - within hours the flames had spread along the High Street rooftops, fanned by a southwesterly wind.","","Ad hoc backlog batch 2026-09-02.","55.9495793","-3.1891944","confirmed - google places","7-20.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Borthwick's Close","close","Borthwick's Cl, Edinburgh, UK","","","","Borthwick's Close is one of the many narrow medieval closes running off the High Street near St Giles' Cathedral and Parliament Square, most named after a resident merchant, tradesman, or landowner whose identity has often been lost to time. Like its neighbours, it was built to squeeze maximum tenement housing into a tight sliver of Old Town street frontage.","Closes like this one were sealed at night by a locked gate at the street end - hence the name 'close' - a security measure for the crowded, largely self-contained communities living up the shared stairs above.","","Ad hoc backlog batch 2026-09-02.","55.9493848","-3.1893449","confirmed - google places","7-21.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Statue of James Braidwood","statue","1-6 Parliament Sqr, Edinburgh EH1 1RF, UK","","","","This bronze statue in Parliament Square honours James Braidwood (1800-1861), who in 1824 became the first Master of Engines of Edinburgh's fire brigade - the world's first municipal fire service. Braidwood introduced protective helmets and uniforms and pioneered the then-radical idea of training firefighters to enter burning buildings rather than simply spraying water from outside.","Braidwood later became head of the London Fire Engine Establishment and died fighting a warehouse fire on Tooley Street in 1861, aged 61, when a collapsing wall killed him - the statue was unveiled in 2008, funded by a former Lothian & Borders Firemaster.","","Ad hoc backlog batch 2026-09-02.","55.9495075","-3.1899844","confirmed - google places","7-22.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","The Supreme Courts","building","11 Parliament Sqr, Edinburgh EH1 1RQ, UK","","","","Behind Parliament Square's facade lies Parliament House, built on the orders of Charles I and completed in 1639 as the seat of the pre-Union Scottish Parliament - the world's first purpose-built parliament building. Since the Union of 1707 it has housed Scotland's supreme courts, the Court of Session and High Court of Justiciary, spread across more than 700 rooms behind the historic frontage.","Parliament Hall, the oldest part of the complex, has a magnificent hammer-beam oak ceiling and still serves lawyers today as a 'salle des pas perdus' - a hall for pacing and informal conference between court appearances, a tradition unbroken for nearly 200 years.","","Ad hoc backlog batch 2026-09-02.","55.9490248","-3.1907781","confirmed - google places","7-23.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Charles II Statue","statue","Parliament Sqr, Edinburgh EH1 1RE, UK","","","","This lead equestrian statue of Charles II, erected in 1685 - the year of his death - is believed to be the oldest statue in Edinburgh and possibly the oldest lead equestrian statue in Britain. It depicts the king in Roman military dress, carrying a baton as a symbol of imperial authority, on a pedestal carved from Craigleith stone by Robert Mylne, the King's Master Mason.","Charles II's own path to the throne ran through Edinburgh: after his father's execution in 1649, the Scottish Parliament proclaimed him king, but Cromwell crushed his forces at the Battle of Worcester in 1651, forcing him into exile until the monarchy's restoration in 1660.","","Ad hoc backlog batch 2026-09-02.","55.9492453","-3.1905161","confirmed - google places","7-24.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Roxburgh's Close","close","Roxburgh's Cl, Edinburgh, UK","","","","Roxburgh's Close is thought to take its name from John Roxburgh, a chef recorded living here in 1635. Like many Old Town closes it fell out of everyday use for long stretches as surrounding buildings changed hands and function, before being reopened as part of later redevelopment of the Royal Mile's historic street pattern.","The closes running off the Royal Mile were never simple back alleys - each was effectively its own tiny neighbourhood, with tenement stairs holding dozens of households stacked above shops and workshops at street level.","","Ad hoc backlog batch 2026-09-02.","55.9500999","-3.1911837","confirmed - google places","7-25.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Bank of Scotland","building","Bank of Scotland Private Banking, The Mound, Edinburgh EH1 1YZ, UK","","","","Bank of Scotland's headquarters has crowned the top of the Mound since 1806, when architects Robert Reid and Richard Crichton - both former pupils of Robert Adam - completed a domed Georgian villa on land the bank bought from the city in 1800. David Bryce substantially enlarged the building in 1862, adding the grand central dome and domed wings that give the skyline its present silhouette.","Founded in 1695, Bank of Scotland is one of the oldest banks in the world still trading under its original name, and its Mound headquarters remains the registered Scottish office of Lloyds Banking Group today.","","Ad hoc backlog batch 2026-09-02.","55.950203","-3.1929874","confirmed - google places","7-26.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Wardrop's Court","close","Wardrop Court, Lawnmarket, Edinburgh EH1 2NY, UK","","","","Wardrop's Court was formed behind the Lawnmarket in the 1890s, on the site of the older Middle Baxter's Close, after a wave of tenement demolition swept through the area. Builder John Wardrop put up a new tenement here and gave the resulting court and its archway his own name.","The court sits immediately beside Lady Stair's Close and Makars' Court, part of the same cluster of Old Town redevelopment carried out as the Lawnmarket was remodelled in the late 19th century.","","Ad hoc backlog batch 2026-09-02.","55.9498958","-3.1933952","confirmed - google places","7-27.jpg","","","","","","","","",""
"Tron Kirk Market -> Deacon Brodies Tavern","7","Author's Phrases in the Flagstones","monument","Lady Stair's Cl & Makars' Ct, Edinburgh EH1 2LP, UK","","","","The flagstones of Makars' Court, in the courtyard beside the Writers' Museum, are inscribed with quotations from more than one hundred Scottish writers, from medieval makars to contemporary poets. Each inscription is chosen by a committee and unveiled at an annual ceremony, slowly building the court into a permanent literary map carved directly into the ground.","New quotations are still being added today - Makars' Court is a living monument, not a fixed one, with fresh inscriptions unveiled most years to honour Scottish writers old and new.","","Ad hoc backlog batch 2026-09-02. Distinct from Makars' Court itself (already an existing POI, leg 7) per user's prior confirmation these are separate items - this covers the individual carved flagstone quotations specifically.","55.9496969","-3.19348","estimated - courtyard location (Makars' Court)","7-28.jpg","","","","","","","","",""
